V1,V2,V3,class
563.0,302.0,0.415309,1
140.0,295.0,0.405972,1
364.0,298.0,0.390391,1
75.0,298.0,0.371643,1
885.0,308.0,0.407694,1
320.0,314.0,0.442081,1
463.0,317.0,0.46031,1
142.0,311.0,0.387764,1
689.0,310.0,0.360867,1
764.0,314.0,0.398739,1
514.0,318.0,0.362685,1
84.0,324.0,0.40693,1
391.0,326.0,0.461678,1
428.0,331.0,0.377881,1
998.0,335.0,0.38341,1
115.0,332.0,0.408412,1
160.0,328.0,0.353874,1
773.0,330.0,0.364176,1
587.0,340.0,0.412785,1
711.0,341.0,0.412431,1
280.0,342.0,0.441387,1
403.0,350.0,0.486902,1
748.0,341.0,0.363869,1
317.0,354.0,0.385444,1
530.0,353.0,0.388678,1
791.0,352.0,0.393228,1
196.0,356.0,0.377046,1
904.0,361.0,0.407002,1
208.0,364.0,0.40429,1
602.0,368.0,0.399988,1
177.0,368.0,0.368978,1
359.0,371.0,0.40178,1
221.0,378.0,0.402369,1
338.0,375.0,0.372316,1
396.0,397.0,0.592282,1
920.0,386.0,0.409642,1
615.0,389.0,0.407726,1
819.0,385.0,0.358124,1
742.0,390.0,0.353731,1
76.0,393.0,0.359233,1
550.0,397.0,0.39971,1
871.0,409.0,0.365564,1
276.0,413.0,0.421483,1
455.0,414.0,0.428749,1
930.0,408.0,0.352753,1
32.0,422.0,0.495948,1
204.0,416.0,0.464607,1
557.0,417.0,0.425317,1
647.0,435.0,0.458751,1
390.0,419.0,0.359827,1
764.0,424.0,0.446532,1
611.0,422.0,0.362885,1
293.0,424.0,0.356408,1
857.0,438.0,0.388606,1
884.0,433.0,0.380319,1
235.0,434.0,0.364866,1
56.0,442.0,0.434657,1
487.0,438.0,0.37049,1
621.0,441.0,0.364654,1
250.0,447.0,0.409359,1
596.0,456.0,0.434455,1
342.0,449.0,0.376243,1
425.0,455.0,0.38844,1
79.0,462.0,0.536468,1
633.0,462.0,0.412746,1
498.0,460.0,0.353231,1
756.0,472.0,0.473119,1
444.0,469.0,0.35847,1
716.0,469.0,0.400613,1
277.0,480.0,0.521235,1
406.0,481.0,0.565353,1
354.0,471.0,0.372002,1
325.0,491.0,0.486662,1
105.0,483.0,0.483517,1
514.0,493.0,0.585346,1
917.0,484.0,0.37532,1
678.0,490.0,0.456908,1
633.0,502.0,0.438097,1
246.0,491.0,0.385356,1
467.0,492.0,0.392762,1
421.0,493.0,0.378316,1
123.0,503.0,0.449775,1
905.0,504.0,0.422945,1
211.0,505.0,0.414158,1
596.0,504.0,0.357892,1
842.0,506.0,0.400568,1
18.0,517.0,0.676627,1
197.0,523.0,0.440703,1
561.0,527.0,0.473666,1
451.0,539.0,0.441782,1
86.0,523.0,0.474016,1
621.0,544.0,0.442881,1
255.0,539.0,0.571497,1
934.0,544.0,0.46221,1
521.0,535.0,0.421966,1
760.0,536.0,0.389097,1
210.0,539.0,0.413579,1
173.0,542.0,0.360094,1
328.0,551.0,0.423127,1
727.0,548.0,0.423655,1
74.0,554.0,0.350231,1
165.0,561.0,0.470046,1
508.0,571.0,0.509858,1
550.0,563.0,0.371708,1
586.0,565.0,0.44871,1
139.0,578.0,0.538318,1
686.0,578.0,0.402063,1
601.0,580.0,0.372424,1
992.0,579.0,0.355997,1
273.0,582.0,0.37351,1
372.0,580.0,0.359252,1
649.0,587.0,0.395917,1
710.0,582.0,0.351296,1
764.0,583.0,0.365081,1
28.0,585.0,0.358841,1
766.0,591.0,0.364063,1
44.0,594.0,0.350751,1
98.0,594.0,0.380957,1
336.0,604.0,0.353034,1
674.0,607.0,0.373182,1
411.0,612.0,0.434142,1
777.0,616.0,0.408446,1
273.0,617.0,0.544767,1
552.0,621.0,0.466528,1
632.0,614.0,0.419838,1
726.0,626.0,0.394432,1
358.0,620.0,0.362953,1
428.0,625.0,0.496293,1
651.0,627.0,0.42066,1
130.0,634.0,0.406562,1
86.0,637.0,0.385548,1
452.0,638.0,0.381202,1
567.0,641.0,0.411984,1
284.0,645.0,0.373281,1
662.0,648.0,0.35851,1
860.0,646.0,0.354305,1
686.0,648.0,0.353387,1
926.0,678.0,0.486361,1
599.0,658.0,0.386639,1
780.0,658.0,0.388648,1
444.0,658.0,0.449005,1
18.0,666.0,0.657504,1
703.0,705.0,0.50477,1
76.0,666.0,0.356682,1
712.0,681.0,0.397217,1
554.0,686.0,0.480352,1
98.0,691.0,0.501802,1
271.0,689.0,0.443919,1
793.0,687.0,0.356111,1
486.0,690.0,0.355917,1
762.0,695.0,0.437642,1
28.0,690.0,0.36738,1
988.0,706.0,0.456241,1
628.0,702.0,0.399952,1
729.0,701.0,0.39008,1
35.0,704.0,0.361785,1
182.0,711.0,0.549392,1
116.0,710.0,0.392709,1
637.0,716.0,0.435104,1
813.0,714.0,0.373014,1
46.0,724.0,0.421624,1
288.0,719.0,0.356236,1
428.0,727.0,0.422425,1
570.0,721.0,0.410613,1
117.0,726.0,0.471025,1
941.0,724.0,0.410351,1
539.0,723.0,0.432149,1
24.0,729.0,0.359207,1
824.0,731.0,0.442899,1
945.0,740.0,0.368799,1
971.0,747.0,0.425343,1
38.0,761.0,0.590963,1
282.0,749.0,0.36746,1
72.0,748.0,0.354116,1
657.0,750.0,0.406505,1
789.0,764.0,0.412171,1
130.0,757.0,0.376838,1
853.0,761.0,0.433995,1
576.0,761.0,0.418529,1
665.0,762.0,0.389527,1
138.0,763.0,0.353303,1
138.0,772.0,0.437644,1
492.0,773.0,0.524052,1
698.0,777.0,0.415046,1
50.0,788.0,0.364337,1
638.0,797.0,0.433057,1
150.0,793.0,0.361633,1
598.0,793.0,0.389162,1
999.0,799.0,0.406209,1
729.0,804.0,0.462145,1
324.0,805.0,0.534541,1
690.0,802.0,0.358383,1
916.0,825.0,0.405734,1
192.0,822.0,0.569118,1
506.0,821.0,0.416119,1
746.0,826.0,0.441851,1
797.0,826.0,0.419895,1
855.0,824.0,0.366414,1
984.0,825.0,0.376507,1
823.0,826.0,0.370433,1
573.0,836.0,0.650303,1
553.0,839.0,0.384671,1
423.0,853.0,0.484139,1
576.0,856.0,0.399103,1
18.0,861.0,0.680432,1
152.0,861.0,0.386984,1
903.0,863.0,0.358355,1
836.0,869.0,0.411343,1
49.0,874.0,0.415645,1
890.0,879.0,0.409748,1
257.0,887.0,0.616951,1
148.0,881.0,0.402467,1
935.0,897.0,0.488319,1
318.0,902.0,0.429363,1
561.0,902.0,0.656538,1
77.0,908.0,0.450108,1
587.0,905.0,0.623457,1
147.0,907.0,0.417326,1
965.0,909.0,0.642207,1
277.0,911.0,0.532104,1
897.0,918.0,0.414165,1
431.0,919.0,0.493796,1
257.0,920.0,0.378082,1
596.0,922.0,0.351159,1
938.0,926.0,0.394161,1
18.0,928.0,0.353749,1
601.0,934.0,0.438639,1
684.0,931.0,0.393686,1
968.0,935.0,0.368885,1
529.0,944.0,0.527525,1
30.0,954.0,0.38165,1
189.0,954.0,0.360247,1
597.0,957.0,0.516878,1
978.0,952.0,0.350481,1
325.0,955.0,0.428588,1
81.0,959.0,0.410678,1
937.0,963.0,0.50045,1
113.0,967.0,0.448767,1
633.0,970.0,0.414087,1
203.0,982.0,0.452358,1
827.0,982.0,0.4711,1
334.0,987.0,0.473142,1
1001.0,980.0,0.459994,1
265.0,988.0,0.524229,1
300.0,991.0,0.415258,1
475.0,988.0,0.373349,1
960.0,988.0,0.354729,1
996.0,993.0,0.436629,1
855.0,993.0,0.406341,1
541.0,992.0,0.368769,1
64.0,995.0,0.366564,1
652.0,1002.0,0.49092,1
26.0,1002.0,0.429181,1
128.0,1000.0,0.354994,1
394.0,1005.0,0.462604,1
566.0,1001.0,0.361371,1
846.0,1007.0,0.431788,1
864.0,1008.0,0.361909,1
196.0,429.0,0.553461,0
46.0,306.0,0.452113,0
391.0,438.0,0.74653,0
360.0,101.0,0.573527,0
33.0,383.0,0.693338,0
237.0,268.0,0.617144,0
267.0,51.0,0.532571,0
147.0,113.0,0.533477,0
462.0,354.0,0.447392,0
274.0,627.0,0.593039,0
465.0,953.0,0.587349,0
268.0,746.0,0.716843,0
561.0,644.0,0.501305,0
752.0,585.0,0.592929,0
691.0,811.0,0.672942,0
974.0,788.0,0.617261,0
860.0,596.0,0.648914,0
732.0,759.0,0.619078,0
918.0,437.0,0.503898,0
931.0,448.0,0.522903,0
677.0,456.0,0.587277,0
708.0,382.0,0.644193,0
783.0,291.0,0.674081,0
798.0,313.0,0.542865,0
643.0,412.0,0.466414,0
478.0,472.0,0.648113,0
545.0,286.0,0.604337,0
306.0,303.0,0.468046,0
731.0,223.0,0.61222,0
938.0,182.0,0.605531,0
700.0,78.0,0.485286,0
648.0,108.0,0.61524,0
697.0,181.0,0.575316,0
147.0,16.0,0.538002,1
374.0,16.0,0.383205,1
640.0,18.0,0.417801,1
932.0,17.0,0.39056,1
400.0,22.0,0.366481,1
443.0,22.0,0.370593,1
777.0,26.0,0.396315,1
407.0,24.0,0.35735,1
934.0,26.0,0.351258,1
606.0,33.0,0.414059,1
983.0,35.0,0.363722,1
439.0,41.0,0.438466,1
834.0,38.0,0.372054,1
78.0,44.0,0.436277,1
945.0,43.0,0.384592,1
396.0,54.0,0.652807,1
222.0,51.0,0.366542,1
674.0,58.0,0.354433,1
1006.0,66.0,0.382505,1
136.0,68.0,0.42502,1
816.0,69.0,0.40914,1
981.0,80.0,0.460628,1
742.0,74.0,0.361495,1
158.0,80.0,0.351741,1
554.0,87.0,0.664204,1
100.0,92.0,0.403038,1
760.0,91.0,0.432749,1
711.0,98.0,0.378941,1
191.0,105.0,0.376444,1
616.0,113.0,0.356646,1
33.0,119.0,0.374838,1
509.0,120.0,0.378799,1
249.0,124.0,0.412599,1
454.0,128.0,0.354795,1
64.0,136.0,0.474157,1
973.0,138.0,0.39641,1
40.0,152.0,0.452846,1
405.0,142.0,0.466938,1
272.0,145.0,0.399517,1
547.0,147.0,0.453864,1
238.0,148.0,0.366266,1
752.0,148.0,0.351564,1
426.0,163.0,0.470037,1
850.0,164.0,0.407661,1
172.0,177.0,0.475894,1
209.0,172.0,0.459826,1
536.0,169.0,0.362827,1
612.0,169.0,0.386068,1
67.0,185.0,0.391635,1
217.0,198.0,0.44908,1
480.0,184.0,0.364705,1
299.0,190.0,0.373041,1
1002.0,200.0,0.419328,1
330.0,201.0,0.507814,1
786.0,200.0,0.389778,1
72.0,213.0,0.370766,1
419.0,225.0,0.478889,1
194.0,217.0,0.630483,1
918.0,215.0,0.46412,1
458.0,224.0,0.352637,1
480.0,230.0,0.492096,1
601.0,233.0,0.39417,1
305.0,239.0,0.403339,1
344.0,240.0,0.370919,1
518.0,241.0,0.359914,1
447.0,244.0,0.409045,1
121.0,254.0,0.459597,1
725.0,246.0,0.356054,1
750.0,247.0,0.387935,1
44.0,248.0,0.351553,1
234.0,249.0,0.381647,1
358.0,249.0,0.400484,1
666.0,254.0,0.355432,1
538.0,257.0,0.378991,1
966.0,279.0,0.53501,1
313.0,263.0,0.448865,1
678.0,263.0,0.361142,1
602.0,270.0,0.37746,1
650.0,280.0,0.450051,1
460.0,272.0,0.359222,1
57.0,291.0,0.508295,1
375.0,288.0,0.382453,1
926.0,297.0,0.458033,1
426.0,308.0,0.439832,1
673.0,307.0,0.396046,1
499.0,308.0,0.440368,1
183.0,315.0,0.40137,1
134.0,317.0,0.56182,1
877.0,317.0,0.419746,1
224.0,318.0,0.352687,1
96.0,320.0,0.360782,1
373.0,322.0,0.397091,1
929.0,327.0,0.478146,1
390.0,324.0,0.352923,1
694.0,325.0,0.361832,1
131.0,335.0,0.411251,1
892.0,338.0,0.478041,1
96.0,338.0,0.401726,1
331.0,347.0,0.509344,1
280.0,354.0,0.43368,1
928.0,351.0,0.358856,1
902.0,354.0,0.35529,1
409.0,358.0,0.378164,1
625.0,368.0,0.379728,1
242.0,385.0,0.532214,1
323.0,385.0,0.460095,1
928.0,384.0,0.422373,1
108.0,379.0,0.398521,1
562.0,403.0,0.535851,1
490.0,394.0,0.445052,1
268.0,395.0,0.369663,1
70.0,397.0,0.369349,1
147.0,396.0,0.373416,1
941.0,401.0,0.429373,1
744.0,404.0,0.423762,1
262.0,415.0,0.377222,1
614.0,425.0,0.494788,1
796.0,418.0,0.358855,1
957.0,432.0,0.536223,1
575.0,426.0,0.377827,1
256.0,432.0,0.450672,1
58.0,493.0,0.48352,1
682.0,441.0,0.377814,1
448.0,448.0,0.361379,1
851.0,453.0,0.362238,1
237.0,460.0,0.473221,1
868.0,484.0,0.560879,1
96.0,467.0,0.358688,1
118.0,475.0,0.493507,1
914.0,475.0,0.354235,1
511.0,480.0,0.389456,1
267.0,486.0,0.399814,1
96.0,486.0,0.357564,1
652.0,488.0,0.35032,1
288.0,499.0,0.397894,1
31.0,502.0,0.378078,1
18.0,503.0,0.359037,1
265.0,513.0,0.573819,1
86.0,510.0,0.360725,1
381.0,520.0,0.407773,1
801.0,520.0,0.390949,1
90.0,527.0,0.50025,1
619.0,533.0,0.406289,1
598.0,528.0,0.352285,1
767.0,534.0,0.387652,1
410.0,533.0,0.368197,1
598.0,534.0,0.351003,1
306.0,542.0,0.387117,1
906.0,542.0,0.359917,1
204.0,565.0,0.513854,1
963.0,552.0,0.420546,1
174.0,548.0,0.355448,1
330.0,551.0,0.385798,1
394.0,551.0,0.375212,1
922.0,564.0,0.475738,1
68.0,562.0,0.387614,1
765.0,567.0,0.48585,1
672.0,567.0,0.589742,1
806.0,562.0,0.354579,1
983.0,584.0,0.507823,1
551.0,571.0,0.404506,1
70.0,576.0,0.372279,1
122.0,588.0,0.423984,1
409.0,581.0,0.410077,1
323.0,581.0,0.358541,1
574.0,582.0,0.372324,1
606.0,589.0,0.390542,1
18.0,598.0,0.461104,1
79.0,618.0,0.459748,1
229.0,593.0,0.429452,1
946.0,600.0,0.371604,1
805.0,601.0,0.399131,1
620.0,607.0,0.469084,1
241.0,620.0,0.476779,1
145.0,610.0,0.396442,1
500.0,663.0,0.538365,1
424.0,611.0,0.409211,1
341.0,612.0,0.391459,1
810.0,612.0,0.356707,1
957.0,617.0,0.45143,1
38.0,616.0,0.3611,1
400.0,622.0,0.382025,1
920.0,626.0,0.457794,1
634.0,632.0,0.367356,1
798.0,629.0,0.480499,1
586.0,638.0,0.44806,1
972.0,634.0,0.35493,1
458.0,636.0,0.359113,1
440.0,643.0,0.371342,1
983.0,647.0,0.36882,1
270.0,660.0,0.455561,1
229.0,660.0,0.500714,1
651.0,661.0,0.442216,1
939.0,655.0,0.578425,1
330.0,658.0,0.368455,1
618.0,666.0,0.491144,1
100.0,666.0,0.382854,1
434.0,670.0,0.421231,1
565.0,755.0,0.604594,1
193.0,673.0,0.363135,1
573.0,672.0,0.357345,1
68.0,680.0,0.404954,1
242.0,687.0,0.540098,1
626.0,684.0,0.410385,1
489.0,689.0,0.526557,1
401.0,704.0,0.444786,1
352.0,692.0,0.371264,1
673.0,691.0,0.377224,1
730.0,697.0,0.393607,1
104.0,704.0,0.473068,1
326.0,698.0,0.359842,1
22.0,700.0,0.375034,1
772.0,719.0,0.486924,1
886.0,704.0,0.353676,1
289.0,715.0,0.445496,1
646.0,708.0,0.409489,1
682.0,709.0,0.389183,1
143.0,710.0,0.353023,1
896.0,718.0,0.352451,1
148.0,723.0,0.409228,1
198.0,723.0,0.383944,1
598.0,726.0,0.38821,1
264.0,726.0,0.37158,1
655.0,736.0,0.428331,1
912.0,732.0,0.373234,1
533.0,759.0,0.449917,1
932.0,736.0,0.355141,1
807.0,745.0,0.475982,1
26.0,744.0,0.398225,1
113.0,755.0,0.483234,1
304.0,746.0,0.351419,1
354.0,749.0,0.399479,1
66.0,755.0,0.410492,1
672.0,750.0,0.41576,1
462.0,778.0,0.564174,1
246.0,762.0,0.484935,1
818.0,767.0,0.425564,1
361.0,765.0,0.385741,1
324.0,766.0,0.377448,1
405.0,775.0,0.488572,1
195.0,766.0,0.359772,1
358.0,774.0,0.352963,1
64.0,778.0,0.399792,1
652.0,783.0,0.517508,1
96.0,785.0,0.355419,1
780.0,784.0,0.350351,1
331.0,791.0,0.406094,1
724.0,795.0,0.396265,1
913.0,794.0,0.383088,1
362.0,794.0,0.350191,1
67.0,798.0,0.372548,1
198.0,801.0,0.382514,1
644.0,818.0,0.504381,1
120.0,810.0,0.423255,1
69.0,810.0,0.370494,1
918.0,813.0,0.372363,1
379.0,834.0,0.448431,1
206.0,822.0,0.382549,1
172.0,825.0,0.367206,1
127.0,830.0,0.380276,1
434.0,831.0,0.480223,1
706.0,838.0,0.406458,1
610.0,852.0,0.510777,1
990.0,846.0,0.450709,1
35.0,848.0,0.415261,1
181.0,855.0,0.464331,1
310.0,846.0,0.489244,1
579.0,849.0,0.453566,1
762.0,845.0,0.355878,1
64.0,848.0,0.413886,1
887.0,852.0,0.375329,1
451.0,850.0,0.360295,1
645.0,859.0,0.687238,1
94.0,860.0,0.409005,1
346.0,872.0,0.478711,1
450.0,867.0,0.467427,1
557.0,872.0,0.507407,1
876.0,917.0,0.567732,1
134.0,901.0,0.472075,1
413.0,886.0,0.478651,1
98.0,876.0,0.351068,1
760.0,877.0,0.369255,1
503.0,884.0,0.459023,1
599.0,879.0,0.376394,1
626.0,885.0,0.393934,1
644.0,880.0,0.353082,1
898.0,893.0,0.408619,1
989.0,890.0,0.3811,1
232.0,891.0,0.360391,1
670.0,890.0,0.355708,1
797.0,895.0,0.372433,1
946.0,893.0,0.356123,1
767.0,902.0,0.44537,1
575.0,904.0,0.516952,1
67.0,918.0,0.448529,1
247.0,923.0,0.469145,1
360.0,904.0,0.393733,1
506.0,908.0,0.487166,1
533.0,907.0,0.382187,1
724.0,912.0,0.402855,1
842.0,913.0,0.371573,1
272.0,915.0,0.451987,1
104.0,916.0,0.400808,1
669.0,917.0,0.565722,1
542.0,927.0,0.456251,1
396.0,929.0,0.423579,1
192.0,922.0,0.35543,1
466.0,927.0,0.366851,1
204.0,938.0,0.429096,1
821.0,930.0,0.368399,1
918.0,937.0,0.422703,1
166.0,950.0,0.557587,1
683.0,937.0,0.391384,1
364.0,937.0,0.35955,1
104.0,938.0,0.351239,1
30.0,944.0,0.353025,1
106.0,960.0,0.530346,1
651.0,952.0,0.382564,1
745.0,949.0,0.360808,1
949.0,952.0,0.381405,1
559.0,955.0,0.405786,1
750.0,959.0,0.361232,1
69.0,962.0,0.381761,1
38.0,962.0,0.35625,1
653.0,967.0,0.388927,1
220.0,979.0,0.441919,1
624.0,965.0,0.442995,1
44.0,966.0,0.351318,1
349.0,970.0,0.412493,1
922.0,968.0,0.375772,1
828.0,971.0,0.446038,1
75.0,974.0,0.389925,1
287.0,977.0,0.403649,1
488.0,980.0,0.535716,1
696.0,978.0,0.393165,1
928.0,992.0,0.506596,1
260.0,982.0,0.441424,1
762.0,983.0,0.385384,1
128.0,980.0,0.366645,1
584.0,983.0,0.384756,1
680.0,985.0,0.387021,1
697.0,1000.0,0.453586,1
975.0,1002.0,0.430623,1
293.0,996.0,0.369805,1
778.0,1003.0,0.446514,1
89.0,1003.0,0.429655,1
472.0,996.0,0.38621,1
559.0,1003.0,0.457328,1
269.0,1004.0,0.436791,1
338.0,1003.0,0.438268,1
836.0,1004.0,0.400133,1
41.0,1008.0,0.502303,1
194.0,297.0,0.67967,0
306.0,490.0,0.55378,0
377.0,401.0,0.534158,0
114.0,384.0,0.681525,0
447.0,454.0,0.559628,0
91.0,457.0,0.649742,0
170.0,268.0,0.720684,0
348.0,431.0,0.649885,0
391.0,426.0,0.581204,0
389.0,503.0,0.57652,0
230.0,537.0,0.661288,0
160.0,564.0,0.722973,0
292.0,585.0,0.741425,0
83.0,428.0,0.595185,0
111.0,511.0,0.636479,0
150.0,498.0,0.367386,0
405.0,620.0,0.757134,0
475.0,646.0,0.469987,0
405.0,708.0,0.5637,0
327.0,722.0,0.614667,0
330.0,674.0,0.571793,0
125.0,829.0,0.688223,0
262.0,662.0,0.675449,0
239.0,678.0,0.612219,0
220.0,734.0,0.607646,0
26.0,831.0,0.638394,0
392.0,850.0,0.569983,0
372.0,760.0,0.412743,0
227.0,917.0,0.627174,0
520.0,806.0,0.709196,0
535.0,834.0,0.653871,0
663.0,842.0,0.501043,0
471.0,733.0,0.591949,0
537.0,772.0,0.502481,0
808.0,776.0,0.580726,0
817.0,586.0,0.592893,0
773.0,630.0,0.737817,0
836.0,646.0,0.450816,0
883.0,672.0,0.730142,0
854.0,958.0,0.655668,0
870.0,829.0,0.526838,0
729.0,796.0,0.65582,0
1000.0,1003.0,0.499692,0
813.0,715.0,0.437572,0
966.0,613.0,0.685751,0
931.0,324.0,0.599873,0
957.0,303.0,0.453397,0
880.0,452.0,0.595445,0
548.0,476.0,0.670928,0
641.0,435.0,0.554267,0
740.0,509.0,0.703346,0
880.0,361.0,0.69381,0
635.0,323.0,0.666719,0
671.0,350.0,0.455277,0
732.0,367.0,0.779366,0
601.0,304.0,0.751886,0
852.0,208.0,0.497945,0
962.0,261.0,0.615778,0
689.0,66.0,0.491846,0
623.0,231.0,0.62091,0
805.0,303.0,0.490602,0
523.0,550.0,0.437067,0
363.0,955.0,0.434882,0
166.0,16.0,0.35753,1
215.0,18.0,0.484639,1
575.0,27.0,0.534858,1
603.0,16.0,0.368481,1
638.0,24.0,0.41853,1
678.0,18.0,0.415011,1
505.0,23.0,0.428444,1
532.0,21.0,0.373844,1
75.0,24.0,0.376841,1
184.0,28.0,0.389698,1
741.0,28.0,0.391902,1
385.0,32.0,0.361503,1
723.0,32.0,0.362501,1
269.0,33.0,0.388963,1
608.0,36.0,0.369998,1
48.0,35.0,0.359816,1
958.0,35.0,0.367828,1
515.0,37.0,0.375215,1
985.0,39.0,0.413076,1
640.0,47.0,0.429727,1
866.0,38.0,0.362308,1
920.0,39.0,0.372202,1
44.0,45.0,0.421702,1
394.0,44.0,0.355866,1
426.0,47.0,0.41427,1
520.0,44.0,0.351421,1
816.0,46.0,0.367695,1
403.0,53.0,0.391281,1
528.0,56.0,0.46884,1
61.0,54.0,0.397506,1
198.0,54.0,0.363384,1
624.0,66.0,0.469035,1
897.0,87.0,0.478786,1
278.0,56.0,0.353426,1
37.0,67.0,0.424081,1
581.0,81.0,0.497946,1
722.0,64.0,0.383368,1
345.0,64.0,0.382044,1
148.0,72.0,0.429089,1
64.0,97.0,0.50962,1
459.0,68.0,0.376788,1
649.0,72.0,0.454244,1
358.0,70.0,0.351007,1
417.0,72.0,0.397187,1
544.0,81.0,0.452164,1
726.0,84.0,0.423612,1
927.0,84.0,0.369097,1
16.0,87.0,0.482495,1
655.0,92.0,0.366895,1
518.0,95.0,0.361442,1
209.0,103.0,0.440677,1
90.0,104.0,0.430857,1
746.0,112.0,0.444578,1
416.0,113.0,0.380206,1
120.0,117.0,0.394751,1
476.0,118.0,0.418832,1
618.0,118.0,0.379302,1
686.0,128.0,0.43924,1
952.0,122.0,0.374678,1
651.0,151.0,0.520815,1
782.0,128.0,0.422171,1
937.0,149.0,0.536258,1
755.0,131.0,0.361796,1
52.0,132.0,0.38043,1
231.0,140.0,0.378597,1
598.0,135.0,0.366247,1
885.0,140.0,0.384295,1
