Temperature,Humidity,Light,CO2,HumidityRatio,class
22.5,27.445,0.0,641.5,0.004627429032145,1
22.39,27.29,0.0,639.0,0.0045702120879911,1
22.5,27.5,0.0,640.0,0.0046367715666975,1
22.39,27.34,0.0,630.5,0.0045786471451397,1
22.39,27.3566666666667,0.0,629.333333333333,0.0045814588813251,1
22.39,27.5,0.0,632.0,0.0046056408542605,1
22.39,27.5,0.0,636.5,0.0046056408542605,1
22.39,27.5,0.0,627.5,0.0046056408542605,1
22.39,27.39,0.0,626.0,0.0045870824294015,1
22.39,27.5,0.0,625.5,0.0046056408542605,1
22.34,27.39,0.0,623.5,0.0045730503494798,1
22.39,27.4633333333333,0.0,624.666666666667,0.0045994545904935,1
22.39,27.39,0.0,622.0,0.0045870824294015,1
22.29,27.39,0.0,621.0,0.0045590561485227,1
22.34,27.39,0.0,626.5,0.0045730503494798,1
22.29,27.39,0.0,622.0,0.0045590561485227,1
22.39,27.39,0.0,620.0,0.0045870824294015,1
22.29,27.39,0.0,621.5,0.0045590561485227,1
22.29,27.3566666666667,0.0,616.333333333333,0.0045534672090426,1
22.29,27.34,0.0,609.0,0.0045506727766926,1
22.29,27.39,0.0,614.0,0.0045590561485227,1
22.29,27.34,0.0,613.5,0.0045506727766926,1
22.29,27.34,0.0,611.0,0.0045506727766926,1
22.29,27.39,0.0,612.0,0.0045590561485227,1
22.29,27.29,0.0,608.0,0.0045422896291988,1
22.29,27.29,0.0,605.5,0.0045422896291988,1
22.2675,27.315,0.0,608.5,0.0045402135802302,1
22.2,27.29,0.0,608.5,0.0045172881934999,1
22.245,27.29,0.0,602.5,0.0045297736958595,1
22.2,27.29,0.0,598.0,0.0045172881934999,1
22.2,27.29,0.0,595.0,0.0045172881934999,1
22.2,27.29,0.0,591.0,0.0045172881934999,1
22.245,27.245,0.0,591.0,0.0045222499936474,1
22.2,27.2,0.0,595.0,0.0045022827427646,1
22.2,27.29,0.0,594.333333333333,0.0045172881934999,1
22.2,27.29,0.0,593.5,0.0045172881934999,1
22.2,27.29,0.0,592.0,0.0045172881934999,1
22.15,27.245,0.0,586.5,0.0044959713579516,1
22.2,27.2,0.0,586.0,0.0045022827427646,1
22.15,27.245,0.0,586.0,0.0044959713579516,1
22.2,27.245,0.0,584.5,0.0045097853782839,1
22.1,27.245,0.0,584.5,0.0044821946765548,1
22.1,27.2,0.0,585.5,0.0044747382697237,1
22.1333333333333,27.2,0.0,584.666666666667,0.0044839031982145,1
22.2,27.2,0.0,577.0,0.0045022827427646,1
22.1,27.2,0.0,580.0,0.0044747382697237,1
22.125,27.2,0.0,582.0,0.0044816104151714,1
22.2,27.2,0.0,580.0,0.0045022827427646,1
22.1,27.15,0.0,578.0,0.0044664535814123,1
22.1,27.2,0.0,576.5,0.0044747382697237,1
22.1,27.2,0.0,580.0,0.0044747382697237,1
22.1,27.2,0.0,572.5,0.0044747382697237,1
22.1,27.2,0.0,567.0,0.0044747382697237,1
22.1,27.2,0.0,568.0,0.0044747382697237,1
22.1,27.2,0.0,574.5,0.0044747382697237,1
22.1,27.2,0.0,564.333333333333,0.0044747382697237,1
22.1,27.2,0.0,563.0,0.0044747382697237,1
22.1,27.15,0.0,564.5,0.0044664535814123,1
22.0666666666667,27.1666666666667,0.0,566.333333333333,0.0044600780916704,1
22.1,27.1,0.0,562.0,0.0044581691122164,1
22.0,27.1,0.0,565.5,0.0044308755512491,1
22.0,27.1,0.0,570.0,0.0044308755512491,1
22.05,27.15,0.0,562.0,0.0044527627463623,1
22.0,27.1,0.0,560.0,0.0044308755512491,1
22.0,27.1,0.0,558.0,0.0044308755512491,1
22.0,27.1,0.0,556.0,0.0044308755512491,1
22.0,27.1,0.0,557.0,0.0044308755512491,1
21.9175,27.1,0.0,556.5,0.0044084694316274,1
21.945,27.1,0.0,557.5,0.0044159270076148,1
21.9266666666667,27.1,0.0,555.0,0.0044109540549776,1
21.89,27.1,0.0,555.0,0.0044010229670859,1
21.89,27.1,0.0,553.0,0.0044010229670859,1
21.89,27.1,0.0,549.5,0.0044010229670859,1
21.89,27.1,0.0,548.5,0.0044010229670859,1
21.89,27.1,0.0,551.5,0.0044010229670859,1
21.89,27.1,0.0,548.5,0.0044010229670859,1
21.89,27.1,0.0,548.0,0.0044010229670859,1
21.89,27.1,0.0,547.5,0.0044010229670859,1
21.89,27.1,0.0,553.0,0.0044010229670859,1
21.84,27.1,0.0,547.5,0.0043875123613343,1
21.8566666666667,27.1,0.0,548.666666666667,0.004392011825806,1
21.79,27.1,0.0,540.0,0.004374038354454,1
21.79,27.1,0.0,538.0,0.004374038354454,1
21.79,27.1,0.0,542.0,0.004374038354454,1
21.79,27.1,0.0,542.0,0.004374038354454,1
21.79,27.1,0.0,538.0,0.004374038354454,1
21.79,27.1,0.0,537.666666666667,0.004374038354454,1
21.79,27.1,0.0,537.5,0.004374038354454,1
21.79,27.1,0.0,536.0,0.004374038354454,1
21.745,27.1,0.0,534.5,0.004361942969453,1
21.7,27.1,0.0,532.5,0.0043498770977448,1
21.76,27.1,0.0,530.0,0.0043659714821212,1
21.745,27.05,0.0,529.5,0.004353838771225,1
21.79,27.05,0.0,531.0,0.004365911527171,1
21.73,27.0,0.0,533.333333333333,0.0043417246100049,1
21.745,27.0,0.0,531.0,0.004345734782707,1
21.745,27.0,0.0,529.0,0.004345734782707,1
21.745,27.0,0.0,528.5,0.004345734782707,1
21.7,27.0,0.0,525.0,0.004333714055788,1
21.7,27.0,0.0,528.5,0.004333714055788,1
21.7,27.0,0.0,530.5,0.004333714055788,1
21.7,26.89,0.0,528.0,0.0043159356730849,1
21.7,26.89,0.0,526.0,0.0043159356730849,1
21.7,26.89,0.0,530.0,0.0043159356730849,1
21.7,26.89,0.0,533.333333333333,0.0043159356730849,1
21.7,26.89,0.0,529.0,0.0043159356730849,1
21.7,26.89,0.0,528.0,0.0043159356730849,1
21.7,26.89,0.0,526.0,0.0043159356730849,1
21.7,26.89,0.0,526.0,0.0043159356730849,1
21.7,26.79,0.0,521.0,0.004299774382784,1
21.7,26.79,0.0,518.0,0.004299774382784,1
21.7,26.79,0.0,515.5,0.004299774382784,1
21.7,26.79,0.0,520.0,0.004299774382784,1
21.7,26.7675,0.0,523.5,0.0042961382074072,1
21.7,26.79,0.0,525.5,0.004299774382784,1
21.7,26.79,0.0,525.5,0.004299774382784,1
21.7,26.79,0.0,514.0,0.004299774382784,1
21.7,26.7,0.0,518.0,0.0042852299346037,1
21.7,26.7,0.0,518.0,0.0042852299346037,1
21.7,26.7,0.0,520.0,0.0042852299346037,1
21.6,26.7,0.0,521.0,0.0042589218620879,1
21.6,26.6,0.0,518.0,0.0042428620368527,1
21.6,26.65,0.0,517.0,0.0042508918465092,1
21.6,26.6,0.0,511.5,0.0042428620368527,1
21.65,26.65,0.0,514.0,0.0042640030849451,1
21.6,26.55,0.0,515.5,0.0042348324331106,1
21.6,26.5,0.0,517.0,0.0042268030352749,1
21.6,26.5,0.0,515.0,0.0042268030352749,1
21.6,26.5,0.0,512.0,0.0042268030352749,1
21.6,26.5,0.0,515.0,0.0042268030352749,1
21.65,26.55,0.0,511.0,0.0042478938027101,1
21.6,26.5,0.0,514.0,0.0042268030352749,1
21.6,26.445,0.0,508.0,0.004217970935468,1
21.6,26.4725,0.0,509.75,0.00422238695423,1
21.6,26.445,0.0,508.75,0.004217970935468,1
21.6,26.445,0.0,508.5,0.004217970935468,1
21.6,26.39,0.0,507.0,0.0042091390847878,1
21.6,26.39,0.0,507.0,0.0042091390847878,1
21.6,26.39,0.0,503.5,0.0042091390847878,1
21.6,26.39,0.0,504.0,0.0042091390847878,1
21.6,26.39,0.0,504.0,0.0042091390847878,1
21.575,26.315,0.0,500.5,0.0041906371261489,1
21.6,26.29,0.0,500.0,0.0041930818126841,1
21.6,26.29,0.0,503.5,0.0041930818126841,1
21.55,26.245,0.0,503.0,0.0041729820221962,1
21.55,26.245,0.0,502.5,0.0041729820221962,1
21.5,26.2,0.0,502.0,0.004152962010384,1
21.5666666666667,26.2,0.0,502.0,0.0041700591491723,1
21.5,26.2,0.0,502.5,0.004152962010384,1
21.5,26.2,0.0,497.0,0.004152962010384,1
21.5,26.15,0.0,501.5,0.0041449836951418,1
21.5,26.15,0.0,504.0,0.0041449836951418,1
21.5,26.1,0.0,501.0,0.0041370055832131,1
21.5,26.1,0.0,493.75,0.0041370055832131,1
21.5,26.1,0.0,500.0,0.0041370055832131,1
21.5,26.1,0.0,504.5,0.0041370055832131,1
21.5,26.05,0.0,504.0,0.0041290276745903,1
21.5,26.1,0.0,501.0,0.0041370055832131,1
21.5,26.0,0.0,499.0,0.0041210499692655,1
21.5,26.0,0.0,502.0,0.0041210499692655,1
21.5,26.0,0.0,503.5,0.0041210499692655,1
21.5,26.0,0.0,500.666666666667,0.0041210499692655,1
21.5,26.0,0.0,493.0,0.0041210499692655,1
21.5,26.0,0.0,492.5,0.0041210499692655,1
21.5,26.0,0.0,493.0,0.0041210499692655,1
21.5,25.89,0.0,495.5,0.0041034997331217,1
21.5,26.0,0.0,492.666666666667,0.0041210499692655,1
21.5,26.0,0.0,490.0,0.0041210499692655,1
21.5,25.9266666666667,0.0,493.0,0.0041093497025164,1
21.5,25.89,0.0,494.666666666667,0.0041034997331217,1
21.5,25.89,0.0,496.0,0.0041034997331217,1
21.5,25.89,0.0,491.0,0.0041034997331217,1
21.5,25.84,0.0,490.5,0.0040955226782985,1
21.5,25.84,0.0,490.0,0.0040955226782985,1
21.5,25.89,0.0,491.0,0.0041034997331217,1
21.5,25.89,0.0,491.666666666667,0.0041034997331217,1
21.5,25.89,0.0,493.5,0.0041034997331217,1
21.4725,25.865,0.0,493.75,0.0040925677695015,1
21.5,25.84,0.0,490.0,0.0040955226782985,1
21.5,25.79,0.0,488.0,0.0040875458267406,1
21.5,25.79,0.0,490.0,0.0040875458267406,1
21.5,25.79,0.0,487.0,0.0040875458267406,1
21.445,25.745,0.0,492.5,0.0040665556071492,1
21.445,25.745,0.0,493.5,0.0040665556071492,1
21.4633333333333,25.76,0.0,493.333333333333,0.0040735423039188,1
21.445,25.745,0.0,488.0,0.0040665556071492,1
21.5,25.79,0.0,487.5,0.0040875458267406,1
21.4266666666667,25.73,0.0,485.333333333333,0.0040595789370638,1
21.39,25.7,0.0,484.0,0.0040456556277947,1
21.39,25.7,0.0,489.0,0.0040456556277947,1
21.445,25.745,0.0,488.0,0.0040665556071492,1
21.5,25.79,0.0,493.0,0.0040875458267406,1
21.39,25.7,0.0,491.0,0.0040456556277947,1
21.445,25.745,0.0,488.0,0.0040665556071492,1
21.445,25.745,0.0,487.25,0.0040665556071492,1
21.39,25.7,0.0,489.0,0.0040456556277947,1
21.5,25.79,0.0,489.0,0.0040875458267406,1
21.39,25.7,0.0,486.0,0.0040456556277947,1
21.4266666666667,25.73,0.0,484.666666666667,0.0040595789370638,1
21.39,25.7,0.0,485.0,0.0040456556277947,1
21.39,25.7,0.0,487.0,0.0040456556277947,1
21.39,25.7,0.0,492.0,0.0040456556277947,1
21.39,25.7,0.0,490.666666666667,0.0040456556277947,1
21.39,25.7,0.0,488.0,0.0040456556277947,1
21.39,25.7,0.0,485.5,0.0040456556277947,1
21.39,25.7,0.0,486.0,0.0040456556277947,1
21.39,25.7,0.0,485.5,0.0040456556277947,1
21.39,25.7,0.0,486.0,0.0040456556277947,1
21.39,25.7,0.0,480.0,0.0040456556277947,1
21.39,25.7,0.0,481.0,0.0040456556277947,1
21.39,25.7,0.0,481.666666666667,0.0040456556277947,1
21.39,25.7,0.0,485.5,0.0040456556277947,1
21.39,25.7,0.0,485.0,0.0040456556277947,1
21.39,25.7,0.0,473.0,0.0040456556277947,1
21.39,25.7,0.0,475.0,0.0040456556277947,1
21.39,25.7,0.0,486.0,0.0040456556277947,1
21.39,25.7,0.0,481.5,0.0040456556277947,1
21.39,25.7,0.0,483.0,0.0040456556277947,1
21.39,25.7,0.0,479.0,0.0040456556277947,1
21.39,25.7,0.0,479.0,0.0040456556277947,1
21.39,25.7,0.0,479.0,0.0040456556277947,1
21.34,25.7,0.0,479.0,0.0040331952510965,1
21.39,25.7,0.0,479.0,0.0040456556277947,1
21.39,25.7,0.0,477.0,0.0040456556277947,1
21.39,25.7,0.0,477.5,0.0040456556277947,1
21.29,25.7,0.0,477.5,0.0040207687259132,1
21.34,25.7,0.0,480.0,0.0040331952510965,1
21.29,25.7,0.0,480.0,0.0040207687259132,1
21.34,25.7,0.0,482.0,0.0040331952510965,1
21.3233333333333,25.7,0.0,480.333333333333,0.00402904931868,1
21.34,25.7,0.0,477.5,0.0040331952510965,1
21.29,25.7,0.0,476.0,0.0040207687259132,1
21.39,25.7,0.0,479.0,0.0040456556277947,1
21.39,25.7,0.0,471.0,0.0040456556277947,1
21.29,25.7,0.0,474.0,0.0040207687259132,1
21.29,25.7,0.0,477.5,0.0040207687259132,1
21.34,25.7,0.0,476.0,0.0040331952510965,1
21.29,25.7,0.0,474.25,0.0040207687259132,1
21.39,25.7,0.0,475.0,0.0040456556277947,1
21.29,25.7,0.0,476.5,0.0040207687259132,1
21.34,25.7,0.0,474.5,0.0040331952510965,1
21.29,25.7,0.0,478.0,0.0040207687259132,1
21.29,25.7,0.0,475.333333333333,0.0040207687259132,1
21.29,25.7,0.0,477.0,0.0040207687259132,1
21.29,25.7,0.0,475.5,0.0040207687259132,1
21.29,25.7,0.0,477.5,0.0040207687259132,1
21.29,25.7,0.0,477.5,0.0040207687259132,1
21.29,25.7,0.0,478.0,0.0040207687259132,1
21.29,25.7,0.0,473.5,0.0040207687259132,1
21.29,25.7,0.0,472.5,0.0040207687259132,1
21.29,25.7,0.0,472.0,0.0040207687259132,1
21.29,25.7,0.0,469.5,0.0040207687259132,1
21.29,25.7,0.0,466.666666666667,0.0040207687259132,1
21.29,25.7,0.0,467.0,0.0040207687259132,1
21.29,25.7,0.0,469.5,0.0040207687259132,1
21.2,25.6,0.0,469.0,0.0039828280977347,1
21.29,25.7,0.0,471.0,0.0040207687259132,1
21.29,25.7,0.0,469.0,0.0040207687259132,1
21.26,25.6666666666667,0.0,467.333333333333,0.0040080901284194,1
21.245,25.65,0.0,471.5,0.0040017627376905,1
21.23,25.6333333333333,0.0,471.666666666667,0.0039954432745418,1
21.29,25.7,0.0,475.0,0.0040207687259132,1
21.2,25.6,0.0,471.0,0.0039828280977347,1
21.2,25.6,0.0,471.0,0.0039828280977347,1
21.245,25.65,0.0,471.0,0.0040017627376905,1
21.245,25.65,0.0,474.5,0.0040017627376905,1
21.2,25.6,0.0,475.5,0.0039828280977347,1
21.2,25.6,0.0,474.0,0.0039828280977347,1
21.2,25.6,0.0,469.0,0.0039828280977347,1
21.2,25.6,0.0,474.0,0.0039828280977347,1
21.2,25.6,0.0,474.0,0.0039828280977347,1
21.2,25.6,0.0,468.5,0.0039828280977347,1
21.2,25.6,0.0,469.5,0.0039828280977347,1
21.2,25.6,0.0,472.5,0.0039828280977347,1
21.2,25.6,0.0,467.5,0.0039828280977347,1
21.2,25.6,0.0,469.0,0.0039828280977347,1
21.2,25.55,0.0,466.5,0.0039749994237992,1
21.2,25.5,0.0,469.5,0.0039671709456754,1
21.2,25.5,0.0,469.0,0.0039671709456754,1
21.2,25.5,0.0,467.0,0.0039671709456754,1
21.2,25.5,0.0,467.333333333333,0.0039671709456754,1
21.2,25.5,0.0,467.0,0.0039671709456754,1
21.2,25.5,0.0,464.5,0.0039671709456754,1
21.2,25.445,0.0,466.0,0.0039585598458929,1
21.2,25.5,0.0,473.0,0.0039671709456754,1
21.2,25.39,0.0,475.0,0.0039499489830239,1
21.2,25.39,0.0,471.0,0.0039499489830239,1
21.2,25.39,0.0,470.0,0.0039499489830239,1
21.2,25.39,0.0,466.25,0.0039499489830239,1
21.2,25.39,0.0,467.0,0.0039499489830239,1
21.2,25.39,0.0,473.0,0.0039499489830239,1
21.2,25.39,0.0,468.0,0.0039499489830239,1
21.2,25.39,0.0,463.0,0.0039499489830239,1
21.2,25.39,0.0,466.0,0.0039499489830239,1
21.2,25.39,0.0,467.0,0.0039499489830239,1
21.2,25.29,0.0,468.0,0.003934293475653,1
21.2,25.39,0.0,468.0,0.0039499489830239,1
21.2,25.29,0.0,468.0,0.003934293475653,1
21.2,25.34,0.0,465.5,0.003942121131448,1
21.2,25.39,0.0,464.0,0.0039499489830239,1
21.2,25.34,0.0,464.5,0.003942121131448,1
21.2,25.29,0.0,465.666666666667,0.003934293475653,1
21.2,25.365,0.0,465.75,0.0039460350327629,1
21.2,25.39,0.0,464.0,0.0039499489830239,1
21.2,25.39,0.0,467.0,0.0039499489830239,1
21.15,25.39,0.0,466.5,0.0039377674602206,1
21.2,25.39,0.0,465.0,0.0039499489830239,1
21.2,25.39,0.0,462.0,0.0039499489830239,1
21.2,25.39,0.0,459.666666666667,0.0039499489830239,1
21.2,25.29,0.0,458.0,0.003934293475653,1
21.2,25.34,0.0,462.5,0.003942121131448,1
21.2,25.29,0.0,467.0,0.003934293475653,1
21.2,25.29,0.0,466.5,0.003934293475653,1
21.2,25.29,0.0,463.0,0.003934293475653,1
21.2,25.29,0.0,465.0,0.003934293475653,1
21.2,25.29,0.0,463.25,0.003934293475653,1
21.2,25.29,0.0,460.0,0.003934293475653,1
21.2,25.29,0.0,457.0,0.003934293475653,1
21.2,25.29,0.0,456.0,0.003934293475653,1
21.245,25.245,0.0,454.0,0.0039381769514503,1
21.23,25.23,0.0,454.0,0.0039321786559957,1
21.29,25.29,0.0,458.0,0.0039562161765309,1
21.2,25.2,0.0,456.0,0.0039202041885661,1
21.245,25.245,0.0,456.5,0.0039381769514503,1
21.245,25.245,0.0,458.5,0.0039381769514503,1
21.26,25.26,0.0,459.666666666667,0.0039441826315888,1
21.245,25.245,0.0,464.0,0.0039381769514503,1
21.245,25.2,0.0,465.0,0.0039311126614506,1
21.29,25.2,0.0,461.0,0.003942047886573,1
21.245,25.2,0.0,458.5,0.0039311126614506,1
21.29,25.2,0.0,459.0,0.003942047886573,1
21.29,25.2,0.0,451.0,0.003942047886573,1
21.29,25.2,0.0,456.0,0.003942047886573,1
21.29,25.2,0.0,463.0,0.003942047886573,1
21.29,25.2,0.0,461.666666666667,0.003942047886573,1
21.29,25.2,0.0,458.0,0.003942047886573,1
21.29,25.2,0.0,450.0,0.003942047886573,1
21.29,25.2,0.0,457.0,0.003942047886573,1
21.29,25.2,0.0,456.0,0.003942047886573,1
21.29,25.2,0.0,456.0,0.003942047886573,1
21.29,25.2,0.0,461.0,0.003942047886573,1
21.29,25.2,0.0,463.0,0.003942047886573,1
21.29,25.2,0.0,460.0,0.003942047886573,1
21.29,25.2,0.0,456.0,0.003942047886573,1
21.29,25.2,0.0,454.5,0.003942047886573,1
21.29,25.2,0.0,448.5,0.003942047886573,1
21.29,25.2,0.0,453.5,0.003942047886573,1
21.29,25.2,0.0,454.0,0.003942047886573,1
21.29,25.2,0.0,454.0,0.003942047886573,1
21.29,25.245,0.0,450.5,0.0039491319513775,1
21.29,25.245,0.0,453.0,0.0039491319513775,1
21.2,25.2,0.0,457.0,0.0039202041885661,1
21.2,25.2,0.0,452.5,0.0039202041885661,1
21.2,25.2,0.0,449.0,0.0039202041885661,1
21.2,25.2,0.0,458.666666666667,0.0039202041885661,1
21.2,25.2,0.0,454.5,0.0039202041885661,1
21.2,25.245,0.0,455.5,0.003927248752824,1
21.2,25.245,0.0,453.5,0.003927248752824,1
21.2,25.29,0.0,452.0,0.003934293475653,1
21.2,25.29,0.0,451.5,0.003934293475653,1
21.2,25.29,0.0,451.0,0.003934293475653,1
21.1666666666667,25.3566666666667,0.0,450.333333333333,0.0039366164945272,1
21.1666666666667,25.39,0.0,450.0,0.003941824282307,1
21.15,25.39,0.0,453.5,0.0039377674602206,1
21.1,25.39,0.0,454.0,0.0039256190724371,1
21.15,25.39,0.0,452.5,0.0039377674602206,1
21.1,25.39,0.0,454.0,0.0039256190724371,1
21.1,25.39,0.0,457.0,0.0039256190724371,1
21.1,25.4633333333333,0.0,450.333333333333,0.0039370291117239,1
21.1,25.5,0.0,451.0,0.0039427342873644,1
21.1,25.5,0.0,451.0,0.0039427342873644,1
21.05,25.445,0.0,449.0,0.0039220346565542,1
21.1,25.5,0.0,449.0,0.0039427342873644,1
21.05,25.445,0.0,450.0,0.0039220346565542,1
21.05,25.445,0.0,449.0,0.0039220346565542,1
21.1,25.5,0.0,445.0,0.0039427342873644,1
21.0,25.39,0.0,443.0,0.0039014213909368,1
21.1,25.5,0.0,446.5,0.0039427342873644,1
21.1,25.5,0.0,446.0,0.0039427342873644,1
21.1,25.5,0.0,451.5,0.0039427342873644,1
21.1,25.39,0.0,445.0,0.0039256190724371,1
21.1,25.39,0.0,449.0,0.0039256190724371,1
21.1,25.39,0.0,451.666666666667,0.0039256190724371,1
21.1,25.39,0.0,452.0,0.0039256190724371,1
21.1,25.39,0.0,451.0,0.0039256190724371,1
21.05,25.34,0.0,450.0,0.0039057485667059,1
21.1,25.39,0.0,450.0,0.0039256190724371,1
21.1,25.39,0.0,448.0,0.0039256190724371,1
21.1,25.39,0.0,450.666666666667,0.0039256190724371,1
21.1,25.39,0.0,450.0,0.0039256190724371,1
21.15,25.39,0.0,446.0,0.0039377674602206,1
21.1,25.39,0.0,444.0,0.0039256190724371,1
21.125,25.39,0.0,447.5,0.0039316891293167,1
21.1333333333333,25.39,0.0,443.333333333333,0.0039337143198017,1
21.1,25.34,0.0,443.5,0.0039178397386948,1
21.1,25.34,0.0,444.0,0.0039178397386948,1
21.15,25.34,0.0,449.0,0.0039299639010674,1
21.2,25.29,0.0,449.333333333333,0.003934293475653,1
21.15,25.29,0.0,448.0,0.0039221605364855,1
21.15,25.245,0.0,449.5,0.0039151376747144,1
21.2,25.245,0.0,450.0,0.003927248752824,1
21.2,25.2,0.0,447.0,0.0039202041885661,1
21.2,25.2,0.0,446.0,0.0039202041885661,1
21.1333333333333,25.2,0.0,443.0,0.0039040925417633,1
21.1666666666667,25.2,0.0,444.0,0.0039121410526842,1
21.2,25.2,0.0,444.5,0.0039202041885661,1
21.2,25.2,0.0,445.0,0.0039202041885661,1
21.2,25.2,0.0,451.0,0.0039202041885661,1
21.2,25.2,0.0,450.0,0.0039202041885661,1
21.2,25.2,0.0,444.0,0.0039202041885661,1
21.2,25.2,0.0,443.0,0.0039202041885661,1
21.2,25.1,0.0,438.5,0.0039045501690233,1
21.2,25.1,0.0,441.0,0.0039045501690233,1
21.2,25.1,0.0,444.0,0.0039045501690233,1
21.2,25.15,0.0,441.5,0.0039123770809183,1
21.2,25.1,0.0,441.0,0.0039045501690233,1
21.2,25.1,0.0,439.5,0.0039045501690233,1
21.2,25.1,0.0,441.0,0.0039045501690233,1
21.2,25.1,0.0,442.0,0.0039045501690233,1
21.2,25.1,0.0,441.0,0.0039045501690233,1
21.2,25.1,0.0,436.0,0.0039045501690233,1
21.2,25.1,0.0,442.5,0.0039045501690233,1
21.2,25.1,0.0,446.0,0.0039045501690233,1
21.2,25.1,0.0,443.0,0.0039045501690233,1
21.2,25.1,0.0,437.5,0.0039045501690233,1
21.2,25.1,0.0,440.5,0.0039045501690233,1
21.2,25.05,0.0,439.5,0.0038967234528739,1
21.2,25.0,0.0,443.0,0.0038888969324628,1
21.2,25.0,0.0,443.0,0.0038888969324628,1
21.2,25.0,0.0,438.5,0.0038888969324628,1
21.2,25.0,0.0,438.0,0.0038888969324628,1
21.2,25.0,0.0,442.333333333333,0.0038888969324628,1
21.2,25.0,0.0,448.0,0.0038888969324628,1
21.2,25.1,0.0,447.5,0.0039045501690233,1
21.125,25.1,0.0,445.75,0.0038865014883685,1
21.1,25.0,0.0,439.0,0.0038649453970209,1
21.1,25.1,0.0,440.0,0.0038805016282998,1
21.1,25.1,0.0,441.5,0.0038805016282998,1
21.1,25.0666666666667,0.0,439.0,0.00387531613195,1
21.1,25.0,0.0,439.0,0.0038649453970209,1
21.1,25.1,0.0,437.5,0.0038805016282998,1
21.05,25.05,0.0,437.5,0.0038607723400945,1
21.1,25.1,0.0,439.333333333333,0.0038805016282998,1
21.1,25.1,0.0,443.0,0.0038805016282998,1
21.0,25.0,0.0,440.5,0.0038411240057139,1
21.0,25.0,0.0,442.333333333333,0.0038411240057139,1
21.0,25.0,0.0,440.666666666667,0.0038411240057139,1
21.0,25.0,0.0,440.0,0.0038411240057139,1
21.0,25.0,0.0,439.0,0.0038411240057139,1
21.0,25.0,0.0,442.0,0.0038411240057139,1
21.0,25.0,0.0,443.5,0.0038411240057139,1
21.0,25.0,0.0,445.0,0.0038411240057139,1
21.0,25.0,0.0,445.0,0.0038411240057139,1
21.0,25.05,0.0,442.5,0.0038488537904606,1
21.0,25.1,0.0,440.0,0.0038565837661514,1
21.0,25.0,0.0,439.5,0.0038411240057139,1
21.0,25.0,0.0,438.5,0.0038411240057139,1
21.0,25.0,0.0,435.0,0.0038411240057139,1
21.0,25.0,0.0,439.5,0.0038411240057139,1
21.0,25.0,0.0,440.5,0.0038411240057139,1
21.0,25.0,0.0,439.5,0.0038411240057139,1
21.0,25.0,0.0,441.0,0.0038411240057139,1
21.0,25.0,0.0,442.0,0.0038411240057139,1
