V1,V2,V3,class
740.0,28.0,0.376584,1
758.0,30.0,0.35482,1
998.0,36.0,0.421126,1
352.0,41.0,0.410068,1
381.0,43.0,0.373433,1
488.0,44.0,0.48969,1
686.0,40.0,0.354979,1
580.0,48.0,0.397506,1
799.0,53.0,0.484355,1
494.0,56.0,0.410761,1
584.0,69.0,0.357896,1
410.0,71.0,0.393465,1
852.0,78.0,0.369143,1
684.0,90.0,0.470526,1
134.0,95.0,0.371773,1
504.0,104.0,0.457052,1
578.0,107.0,0.381518,1
727.0,111.0,0.404891,1
908.0,109.0,0.370236,1
704.0,116.0,0.479459,1
858.0,120.0,0.502055,1
654.0,129.0,0.410467,1
892.0,129.0,0.427901,1
86.0,136.0,0.405563,1
556.0,146.0,0.43431,1
624.0,140.0,0.375456,1
915.0,146.0,0.410993,1
402.0,144.0,0.383555,1
729.0,161.0,0.491715,1
93.0,150.0,0.39454,1
791.0,153.0,0.429134,1
332.0,152.0,0.388851,1
415.0,163.0,0.371349,1
449.0,166.0,0.383491,1
24.0,167.0,0.372291,1
840.0,167.0,0.369278,1
387.0,170.0,0.407397,1
274.0,172.0,0.381965,1
64.0,177.0,0.375669,1
964.0,177.0,0.356965,1
262.0,185.0,0.368648,1
793.0,184.0,0.360306,1
1003.0,186.0,0.423889,1
217.0,192.0,0.36162,1
485.0,196.0,0.428827,1
650.0,196.0,0.382511,1
789.0,200.0,0.384959,1
24.0,204.0,0.367936,1
56.0,207.0,0.415604,1
276.0,206.0,0.351337,1
843.0,208.0,0.426071,1
151.0,210.0,0.430353,1
231.0,211.0,0.37178,1
383.0,212.0,0.406902,1
872.0,212.0,0.396205,1
654.0,213.0,0.397495,1
176.0,219.0,0.446419,1
462.0,216.0,0.388262,1
798.0,217.0,0.374447,1
486.0,218.0,0.389364,1
927.0,222.0,0.449395,1
772.0,221.0,0.370528,1
998.0,220.0,0.360663,1
28.0,229.0,0.448134,1
124.0,226.0,0.387875,1
808.0,233.0,0.383773,1
670.0,236.0,0.413697,1
271.0,238.0,0.428208,1
73.0,238.0,0.379338,1
184.0,239.0,0.367128,1
410.0,246.0,0.390986,1
991.0,254.0,0.4386,1
134.0,251.0,0.40336,1
198.0,250.0,0.38549,1
888.0,252.0,0.488324,1
467.0,252.0,0.44364,1
510.0,251.0,0.409904,1
142.0,254.0,0.35247,1
52.0,260.0,0.37402,1
687.0,265.0,0.556408,1
538.0,266.0,0.370691,1
180.0,268.0,0.418438,1
857.0,268.0,0.387486,1
720.0,269.0,0.408085,1
458.0,273.0,0.374121,1
585.0,273.0,0.361778,1
617.0,275.0,0.395881,1
73.0,276.0,0.386129,1
285.0,276.0,0.392715,1
353.0,280.0,0.398757,1
753.0,280.0,0.448937,1
688.0,280.0,0.385623,1
780.0,281.0,0.370236,1
988.0,283.0,0.405679,1
504.0,285.0,0.442885,1
118.0,288.0,0.355159,1
699.0,294.0,0.400192,1
994.0,296.0,0.376955,1
457.0,298.0,0.42229,1
800.0,296.0,0.426071,1
124.0,296.0,0.35603,1
680.0,299.0,0.366116,1
33.0,301.0,0.419187,1
611.0,305.0,0.457854,1
432.0,313.0,0.444182,1
689.0,315.0,0.492156,1
938.0,312.0,0.352325,1
1004.0,313.0,0.374833,1
143.0,318.0,0.517928,1
52.0,325.0,0.43,1
626.0,321.0,0.549728,1
715.0,326.0,0.465954,1
554.0,327.0,0.386124,1
830.0,327.0,0.38552,1
401.0,329.0,0.366342,1
114.0,330.0,0.367043,1
323.0,332.0,0.367438,1
532.0,337.0,0.379633,1
159.0,338.0,0.36567,1
196.0,343.0,0.381393,1
89.0,344.0,0.363679,1
711.0,344.0,0.412553,1
738.0,353.0,0.443718,1
836.0,349.0,0.408381,1
893.0,348.0,0.394119,1
794.0,362.0,0.386907,1
967.0,360.0,0.487162,1
97.0,359.0,0.481351,1
205.0,357.0,0.364571,1
924.0,356.0,0.379328,1
422.0,358.0,0.357124,1
476.0,361.0,0.411097,1
505.0,363.0,0.380547,1
293.0,368.0,0.401862,1
751.0,377.0,0.419953,1
441.0,382.0,0.446269,1
185.0,382.0,0.389353,1
912.0,382.0,0.460884,1
348.0,385.0,0.448253,1
363.0,393.0,0.353801,1
364.0,403.0,0.401715,1
583.0,405.0,0.512233,1
198.0,402.0,0.361993,1
268.0,406.0,0.395809,1
533.0,404.0,0.428412,1
996.0,406.0,0.351645,1
346.0,419.0,0.390246,1
818.0,416.0,0.376487,1
167.0,423.0,0.435171,1
666.0,423.0,0.371942,1
308.0,423.0,0.392832,1
234.0,425.0,0.368412,1
628.0,440.0,0.534648,1
894.0,438.0,0.520127,1
359.0,443.0,0.412748,1
966.0,442.0,0.429722,1
193.0,443.0,0.394248,1
461.0,442.0,0.387582,1
242.0,446.0,0.355078,1
678.0,446.0,0.352315,1
716.0,449.0,0.364997,1
238.0,454.0,0.351177,1
415.0,462.0,0.454215,1
935.0,464.0,0.37586,1
241.0,478.0,0.458789,1
982.0,476.0,0.354397,1
610.0,479.0,0.50524,1
179.0,486.0,0.401939,1
864.0,485.0,0.366341,1
790.0,487.0,0.387355,1
927.0,498.0,0.482146,1
512.0,497.0,0.390488,1
277.0,500.0,0.375851,1
720.0,504.0,0.359394,1
896.0,521.0,0.436642,1
176.0,517.0,0.441902,1
285.0,518.0,0.388022,1
230.0,518.0,0.383867,1
112.0,520.0,0.356348,1
219.0,520.0,0.365541,1
345.0,522.0,0.376605,1
698.0,523.0,0.50818,1
44.0,524.0,0.395852,1
472.0,529.0,0.405156,1
952.0,533.0,0.387497,1
237.0,539.0,0.462899,1
302.0,539.0,0.428918,1
367.0,547.0,0.386184,1
730.0,546.0,0.432648,1
255.0,547.0,0.393934,1
427.0,550.0,0.439217,1
326.0,552.0,0.390035,1
276.0,555.0,0.369789,1
371.0,560.0,0.392706,1
852.0,560.0,0.355198,1
732.0,566.0,0.350045,1
840.0,579.0,0.36202,1
288.0,581.0,0.429,1
24.0,582.0,0.356946,1
273.0,583.0,0.389174,1
903.0,585.0,0.413742,1
55.0,584.0,0.372246,1
216.0,584.0,0.405146,1
405.0,584.0,0.377849,1
969.0,588.0,0.457027,1
568.0,592.0,0.351254,1
846.0,593.0,0.368256,1
329.0,599.0,0.540222,1
462.0,597.0,0.422077,1
363.0,599.0,0.378419,1
401.0,612.0,0.427967,1
486.0,622.0,0.503198,1
527.0,623.0,0.424685,1
672.0,622.0,0.359707,1
779.0,633.0,0.433914,1
759.0,633.0,0.448179,1
804.0,633.0,0.389792,1
608.0,639.0,0.38168,1
650.0,650.0,0.361397,1
108.0,653.0,0.363617,1
23.0,655.0,0.396586,1
204.0,654.0,0.368725,1
806.0,656.0,0.39171,1
488.0,656.0,0.351118,1
504.0,662.0,0.421788,1
880.0,661.0,0.362937,1
462.0,663.0,0.400707,1
962.0,663.0,0.369014,1
812.0,664.0,0.350504,1
742.0,678.0,0.356383,1
564.0,687.0,0.383282,1
889.0,687.0,0.365437,1
29.0,699.0,0.411018,1
980.0,701.0,0.380538,1
685.0,720.0,0.438011,1
489.0,722.0,0.440643,1
773.0,720.0,0.360527,1
190.0,728.0,0.372845,1
540.0,730.0,0.421251,1
54.0,730.0,0.369133,1
167.0,732.0,0.429632,1
685.0,739.0,0.495313,1
773.0,740.0,0.452964,1
933.0,738.0,0.422732,1
620.0,739.0,0.377284,1
454.0,742.0,0.352459,1
386.0,746.0,0.394191,1
988.0,750.0,0.393438,1
408.0,752.0,0.350018,1
995.0,764.0,0.43684,1
179.0,766.0,0.403593,1
782.0,767.0,0.359543,1
394.0,772.0,0.413543,1
713.0,772.0,0.367916,1
185.0,784.0,0.466526,1
72.0,786.0,0.421563,1
88.0,794.0,0.408593,1
846.0,804.0,0.359962,1
708.0,808.0,0.370618,1
62.0,815.0,0.36562,1
306.0,817.0,0.42202,1
618.0,819.0,0.508221,1
244.0,818.0,0.372979,1
992.0,828.0,0.436067,1
63.0,836.0,0.459112,1
180.0,834.0,0.35092,1
628.0,839.0,0.367454,1
830.0,848.0,0.464132,1
993.0,851.0,0.420698,1
355.0,850.0,0.364175,1
32.0,854.0,0.361732,1
325.0,855.0,0.385712,1
96.0,863.0,0.437653,1
546.0,862.0,0.367717,1
165.0,867.0,0.417798,1
506.0,869.0,0.388385,1
606.0,870.0,0.38375,1
116.0,882.0,0.360863,1
306.0,886.0,0.369865,1
118.0,888.0,0.350546,1
792.0,889.0,0.354418,1
170.0,897.0,0.422721,1
288.0,892.0,0.351072,1
974.0,895.0,0.469891,1
558.0,896.0,0.40403,1
736.0,901.0,0.358827,1
129.0,905.0,0.44208,1
229.0,904.0,0.364503,1
971.0,922.0,0.378455,1
704.0,925.0,0.384956,1
65.0,928.0,0.365339,1
265.0,928.0,0.369822,1
224.0,929.0,0.370887,1
888.0,930.0,0.37661,1
816.0,932.0,0.365119,1
108.0,935.0,0.356112,1
70.0,938.0,0.384949,1
845.0,936.0,0.384303,1
110.0,949.0,0.387889,1
60.0,952.0,0.354942,1
309.0,953.0,0.395651,1
862.0,952.0,0.350846,1
650.0,954.0,0.352148,1
612.0,958.0,0.351392,1
116.0,969.0,0.406117,1
737.0,970.0,0.355774,1
83.0,974.0,0.474385,1
247.0,975.0,0.431577,1
42.0,981.0,0.379208,1
930.0,985.0,0.431758,1
661.0,991.0,0.531758,1
152.0,996.0,0.453146,1
70.0,1006.0,0.352999,1
354.0,1007.0,0.376077,1
552.0,137.0,0.489679,0
118.0,630.0,0.539175,0
134.0,17.0,0.368001,1
458.0,26.0,0.357917,1
996.0,29.0,0.360931,1
284.0,38.0,0.376889,1
1000.0,52.0,0.497828,1
486.0,46.0,0.362152,1
238.0,52.0,0.369581,1
444.0,60.0,0.359068,1
944.0,65.0,0.360311,1
461.0,70.0,0.385667,1
652.0,71.0,0.370142,1
162.0,77.0,0.507352,1
996.0,77.0,0.37985,1
159.0,91.0,0.381786,1
390.0,92.0,0.371348,1
530.0,110.0,0.354943,1
606.0,112.0,0.356734,1
32.0,120.0,0.39063,1
749.0,126.0,0.373395,1
94.0,136.0,0.352402,1
33.0,145.0,0.419676,1
135.0,145.0,0.399293,1
890.0,144.0,0.404244,1
155.0,150.0,0.365112,1
181.0,153.0,0.355988,1
831.0,185.0,0.451308,1
660.0,186.0,0.457431,1
910.0,191.0,0.399677,1
994.0,196.0,0.365003,1
36.0,201.0,0.362372,1
176.0,200.0,0.40223,1
126.0,206.0,0.386077,1
827.0,211.0,0.372924,1
509.0,212.0,0.359405,1
932.0,219.0,0.35405,1
86.0,231.0,0.378087,1
230.0,243.0,0.355097,1
478.0,243.0,0.366302,1
839.0,249.0,0.399098,1
32.0,259.0,0.360025,1
58.0,273.0,0.372664,1
159.0,300.0,0.387757,1
700.0,305.0,0.36281,1
548.0,310.0,0.49365,1
205.0,310.0,0.376344,1
840.0,311.0,0.400095,1
480.0,321.0,0.377142,1
512.0,321.0,0.35981,1
121.0,332.0,0.46157,1
693.0,344.0,0.472963,1
437.0,349.0,0.408208,1
850.0,358.0,0.369309,1
735.0,359.0,0.40925,1
152.0,364.0,0.369376,1
28.0,371.0,0.376355,1
66.0,372.0,0.368647,1
450.0,378.0,0.50496,1
767.0,379.0,0.466967,1
173.0,382.0,0.370448,1
925.0,384.0,0.391083,1
600.0,392.0,0.356974,1
226.0,400.0,0.365215,1
646.0,409.0,0.376903,1
20.0,425.0,0.447736,1
998.0,431.0,0.430814,1
297.0,429.0,0.366359,1
969.0,431.0,0.38004,1
904.0,434.0,0.386323,1
230.0,446.0,0.351311,1
950.0,446.0,0.388789,1
777.0,450.0,0.36628,1
140.0,454.0,0.39484,1
40.0,462.0,0.36439,1
438.0,462.0,0.360846,1
665.0,477.0,0.375617,1
931.0,477.0,0.363362,1
446.0,478.0,0.35457,1
93.0,486.0,0.39738,1
669.0,490.0,0.385037,1
146.0,497.0,0.425617,1
254.0,494.0,0.373921,1
186.0,498.0,0.422845,1
926.0,498.0,0.401635,1
427.0,506.0,0.40653,1
466.0,503.0,0.367253,1
205.0,516.0,0.427007,1
514.0,514.0,0.412336,1
91.0,522.0,0.369741,1
673.0,523.0,0.38763,1
496.0,532.0,0.350423,1
139.0,534.0,0.383741,1
245.0,537.0,0.451978,1
589.0,536.0,0.37016,1
568.0,547.0,0.396361,1
424.0,550.0,0.432432,1
83.0,552.0,0.375293,1
169.0,553.0,0.371372,1
267.0,558.0,0.36792,1
831.0,558.0,0.373873,1
39.0,565.0,0.369756,1
106.0,578.0,0.354858,1
55.0,580.0,0.413788,1
236.0,582.0,0.35644,1
873.0,585.0,0.391162,1
911.0,590.0,0.424586,1
955.0,587.0,0.382079,1
525.0,593.0,0.474206,1
634.0,595.0,0.428979,1
132.0,598.0,0.518014,1
710.0,600.0,0.405732,1
776.0,603.0,0.397153,1
200.0,604.0,0.351913,1
603.0,605.0,0.391001,1
90.0,608.0,0.383839,1
542.0,613.0,0.375631,1
840.0,628.0,0.428186,1
185.0,628.0,0.36373,1
962.0,634.0,0.368941,1
89.0,637.0,0.373277,1
802.0,637.0,0.360053,1
711.0,644.0,0.477282,1
128.0,649.0,0.451191,1
279.0,648.0,0.425189,1
224.0,648.0,0.359472,1
176.0,652.0,0.366577,1
845.0,663.0,0.370048,1
158.0,668.0,0.353547,1
299.0,675.0,0.425912,1
569.0,677.0,0.378725,1
189.0,680.0,0.41284,1
787.0,680.0,0.37771,1
648.0,690.0,0.402952,1
89.0,700.0,0.456546,1
378.0,705.0,0.380712,1
19.0,709.0,0.430175,1
192.0,710.0,0.476876,1
798.0,708.0,0.357602,1
106.0,716.0,0.358092,1
936.0,727.0,0.446519,1
431.0,738.0,0.4307,1
991.0,742.0,0.373048,1
998.0,747.0,0.374909,1
105.0,751.0,0.400809,1
62.0,757.0,0.412952,1
190.0,754.0,0.361901,1
481.0,754.0,0.375669,1
489.0,755.0,0.36621,1
507.0,755.0,0.431699,1
1006.0,755.0,0.378457,1
279.0,759.0,0.380008,1
305.0,761.0,0.456892,1
532.0,762.0,0.355909,1
953.0,769.0,0.44842,1
558.0,772.0,0.361193,1
590.0,780.0,0.365248,1
902.0,788.0,0.351855,1
988.0,788.0,0.352778,1
430.0,791.0,0.382676,1
533.0,790.0,0.399543,1
919.0,799.0,0.4371,1
248.0,800.0,0.350058,1
390.0,802.0,0.35057,1
456.0,806.0,0.365614,1
85.0,816.0,0.383649,1
707.0,817.0,0.451798,1
959.0,817.0,0.357324,1
190.0,826.0,0.384389,1
138.0,830.0,0.405526,1
735.0,829.0,0.482678,1
293.0,833.0,0.412926,1
519.0,850.0,0.393486,1
759.0,850.0,0.390661,1
882.0,848.0,0.358761,1
76.0,852.0,0.362756,1
330.0,852.0,0.354658,1
715.0,857.0,0.467106,1
782.0,857.0,0.373209,1
526.0,858.0,0.370215,1
648.0,858.0,0.354949,1
907.0,865.0,0.4005,1
798.0,870.0,0.363547,1
108.0,884.0,0.363728,1
28.0,894.0,0.363818,1
755.0,896.0,0.381519,1
622.0,898.0,0.35567,1
366.0,906.0,0.380418,1
772.0,904.0,0.360326,1
669.0,907.0,0.355819,1
448.0,912.0,0.564567,1
951.0,910.0,0.366257,1
157.0,914.0,0.371813,1
423.0,914.0,0.361353,1
383.0,918.0,0.382338,1
693.0,923.0,0.397452,1
69.0,924.0,0.364953,1
379.0,928.0,0.357007,1
422.0,931.0,0.415882,1
278.0,941.0,0.369601,1
966.0,956.0,0.35113,1
766.0,960.0,0.358879,1
138.0,966.0,0.362589,1
183.0,971.0,0.405089,1
544.0,968.0,0.378629,1
338.0,970.0,0.353353,1
140.0,977.0,0.423748,1
34.0,982.0,0.370663,1
108.0,995.0,0.423553,1
174.0,990.0,0.381018,1
458.0,994.0,0.375652,1
358.0,1004.0,0.415324,1
468.0,446.0,0.414477,0
99.0,284.0,0.428708,0
347.0,647.0,0.460836,0
964.0,632.0,0.451611,0
924.0,712.0,0.563293,0
749.0,767.0,0.511051,0
803.0,611.0,0.598846,0
830.0,629.0,0.471118,0
869.0,628.0,0.381706,0
277.0,851.0,0.522082,0
912.0,913.0,0.376422,0
930.0,912.0,0.358206,0
753.0,712.0,0.530498,0
43.0,873.0,0.497309,0
129.0,22.0,0.451166,1
170.0,16.0,0.39983,1
610.0,18.0,0.414227,1
54.0,24.0,0.375549,1
580.0,24.0,0.393102,1
817.0,24.0,0.35883,1
926.0,29.0,0.502548,1
487.0,32.0,0.406925,1
468.0,41.0,0.472672,1
660.0,40.0,0.377218,1
288.0,42.0,0.363876,1
768.0,45.0,0.37953,1
446.0,47.0,0.445152,1
631.0,47.0,0.372326,1
394.0,57.0,0.360726,1
880.0,60.0,0.395438,1
707.0,67.0,0.439339,1
131.0,66.0,0.359994,1
194.0,66.0,0.391766,1
920.0,66.0,0.359722,1
297.0,68.0,0.372519,1
628.0,74.0,0.376527,1
894.0,72.0,0.35114,1
502.0,78.0,0.417579,1
24.0,78.0,0.413763,1
757.0,80.0,0.466976,1
722.0,79.0,0.378228,1
88.0,87.0,0.42809,1
528.0,99.0,0.432325,1
105.0,98.0,0.364708,1
280.0,98.0,0.351535,1
326.0,115.0,0.384024,1
810.0,119.0,0.454405,1
89.0,121.0,0.366756,1
967.0,122.0,0.384666,1
485.0,129.0,0.362396,1
391.0,130.0,0.363498,1
43.0,132.0,0.400405,1
820.0,132.0,0.351019,1
865.0,133.0,0.387046,1
258.0,141.0,0.461784,1
54.0,140.0,0.351631,1
888.0,148.0,0.388805,1
836.0,146.0,0.368722,1
716.0,154.0,0.363018,1
526.0,157.0,0.361187,1
445.0,161.0,0.421199,1
618.0,162.0,0.362408,1
856.0,166.0,0.395135,1
960.0,165.0,0.44198,1
382.0,164.0,0.360296,1
199.0,177.0,0.395527,1
670.0,177.0,0.425751,1
744.0,185.0,0.452243,1
472.0,183.0,0.365578,1
632.0,182.0,0.359141,1
489.0,195.0,0.43116,1
218.0,194.0,0.433719,1
37.0,194.0,0.397294,1
962.0,195.0,0.437805,1
693.0,201.0,0.373676,1
439.0,206.0,0.366507,1
972.0,212.0,0.40936,1
538.0,228.0,0.351789,1
799.0,232.0,0.444693,1
740.0,236.0,0.424242,1
565.0,240.0,0.379541,1
631.0,243.0,0.44779,1
657.0,259.0,0.40968,1
764.0,256.0,0.366888,1
523.0,258.0,0.358109,1
1000.0,262.0,0.351608,1
62.0,269.0,0.484177,1
914.0,276.0,0.506863,1
264.0,278.0,0.373574,1
832.0,282.0,0.434448,1
724.0,285.0,0.390424,1
991.0,286.0,0.370789,1
64.0,289.0,0.428813,1
728.0,304.0,0.455211,1
678.0,304.0,0.384407,1
619.0,308.0,0.352499,1
321.0,323.0,0.465046,1
856.0,320.0,0.355878,1
240.0,325.0,0.380517,1
627.0,332.0,0.366733,1
781.0,339.0,0.418473,1
946.0,344.0,0.371184,1
166.0,350.0,0.394983,1
676.0,364.0,0.350834,1
523.0,369.0,0.391793,1
824.0,367.0,0.37371,1
86.0,372.0,0.461323,1
484.0,376.0,0.403568,1
891.0,388.0,0.365409,1
583.0,402.0,0.374503,1
991.0,412.0,0.436081,1
184.0,407.0,0.354983,1
880.0,412.0,0.404085,1
162.0,409.0,0.380107,1
811.0,419.0,0.373481,1
610.0,426.0,0.433422,1
750.0,426.0,0.44827,1
634.0,430.0,0.389451,1
678.0,428.0,0.358066,1
341.0,438.0,0.378449,1
906.0,442.0,0.358789,1
385.0,446.0,0.359683,1
532.0,445.0,0.36587,1
760.0,449.0,0.362031,1
643.0,454.0,0.373659,1
176.0,456.0,0.380111,1
222.0,457.0,0.356095,1
865.0,462.0,0.447322,1
360.0,460.0,0.360799,1
981.0,464.0,0.415507,1
138.0,466.0,0.35024,1
798.0,478.0,0.406435,1
114.0,479.0,0.366108,1
868.0,478.0,0.389976,1
975.0,480.0,0.380577,1
264.0,497.0,0.44946,1
592.0,494.0,0.361626,1
890.0,496.0,0.390446,1
964.0,498.0,0.367546,1
822.0,500.0,0.395076,1
364.0,502.0,0.380668,1
672.0,506.0,0.396264,1
907.0,506.0,0.381624,1
295.0,512.0,0.404099,1
987.0,527.0,0.412138,1
352.0,528.0,0.353143,1
320.0,534.0,0.366935,1
732.0,537.0,0.392086,1
674.0,538.0,0.352027,1
973.0,548.0,0.440951,1
341.0,556.0,0.457852,1
635.0,552.0,0.37143,1
86.0,555.0,0.372246,1
811.0,558.0,0.46197,1
852.0,561.0,0.401103,1
538.0,560.0,0.359968,1
912.0,564.0,0.350419,1
964.0,568.0,0.417257,1
362.0,573.0,0.419378,1
401.0,578.0,0.408968,1
734.0,578.0,0.369022,1
649.0,584.0,0.451497,1
964.0,587.0,0.385132,1
411.0,590.0,0.401221,1
710.0,590.0,0.368972,1
990.0,590.0,0.396747,1
20.0,599.0,0.418235,1
128.0,599.0,0.358443,1
987.0,604.0,0.401078,1
150.0,618.0,0.442506,1
221.0,614.0,0.356936,1
547.0,629.0,0.522363,1
443.0,628.0,0.384375,1
996.0,627.0,0.359561,1
613.0,631.0,0.361142,1
322.0,634.0,0.383084,1
528.0,636.0,0.402891,1
247.0,638.0,0.388373,1
902.0,640.0,0.357557,1
457.0,643.0,0.392211,1
138.0,646.0,0.353617,1
328.0,646.0,0.370743,1
764.0,650.0,0.461793,1
142.0,652.0,0.359975,1
546.0,652.0,0.35007,1
558.0,657.0,0.381101,1
972.0,655.0,0.377009,1
588.0,657.0,0.389088,1
651.0,659.0,0.379145,1
160.0,664.0,0.451228,1
878.0,666.0,0.435606,1
253.0,668.0,0.403486,1
667.0,678.0,0.409145,1
201.0,678.0,0.406991,1
748.0,678.0,0.350189,1
118.0,697.0,0.403775,1
236.0,705.0,0.405182,1
882.0,709.0,0.417802,1
997.0,712.0,0.464109,1
56.0,712.0,0.352026,1
32.0,719.0,0.400361,1
130.0,716.0,0.366389,1
668.0,718.0,0.426447,1
199.0,720.0,0.415895,1
41.0,733.0,0.396517,1
265.0,734.0,0.399499,1
926.0,736.0,0.377781,1
691.0,743.0,0.429662,1
325.0,743.0,0.503309,1
563.0,746.0,0.398851,1
231.0,751.0,0.433732,1
966.0,758.0,0.413482,1
1006.0,756.0,0.438438,1
934.0,754.0,0.363393,1
838.0,763.0,0.439383,1
26.0,762.0,0.440747,1
371.0,764.0,0.370812,1
714.0,765.0,0.371025,1
412.0,770.0,0.358281,1
350.0,775.0,0.455464,1
604.0,777.0,0.424279,1
868.0,787.0,0.407827,1
901.0,786.0,0.362171,1
974.0,788.0,0.35053,1
656.0,793.0,0.420149,1
699.0,795.0,0.361347,1
876.0,794.0,0.352969,1
991.0,797.0,0.426569,1
800.0,796.0,0.372361,1
881.0,802.0,0.418816,1
80.0,802.0,0.358557,1
396.0,802.0,0.360693,1
