V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,class
7.29,3404.0,0.18,0.0,v2,v1,7278.0,v3,1.0,v1,0.58,0.0,0
7.83,3133.0,0.18,2.0,v2,v2,3111.0,v1,1.0,v3,1.88,1.0,0
6.9,3137.0,0.48,2.0,v2,v1,3483.0,v2,1.0,v1,1.46,2.0,0
5.69,3129.0,0.13,2.0,v1,v2,3400.0,v1,2.0,v2,1.7,2.0,0
1.45,3120.0,0.48,1.0,v2,v1,3341.0,v3,0.0,v1,0.88,0.0,0
5.61,3140.0,0.46,1.0,v1,v1,5295.0,v3,0.0,v1,1.95,2.0,0
6.24,3131.0,0.48,1.0,v2,v1,4271.0,v3,2.0,v1,1.27,1.0,0
3.18,3117.0,0.46,1.0,v1,v1,4643.0,v1,0.0,v1,1.18,0.0,0
2.25,3488.0,0.52,2.0,v2,v2,7229.0,v1,2.0,v3,1.96,0.0,0
7.0,3289.0,0.63,0.0,v2,v1,3273.0,v1,0.0,v1,0.61,1.0,0
5.44,3138.0,0.56,1.0,v1,v2,6268.0,v1,2.0,v3,1.77,2.0,0
1.93,3119.0,0.64,2.0,v2,v1,7322.0,v1,2.0,v1,1.36,1.0,0
5.73,3117.0,0.52,1.0,v2,v1,4589.0,v3,1.0,v1,0.59,1.0,0
6.21,3468.0,0.6,0.0,v2,v2,4553.0,v1,0.0,v3,1.17,1.0,0
1.9,3361.0,0.61,0.0,v1,v1,4085.0,v1,0.0,v1,1.65,0.0,0
7.92,3120.0,0.14,2.0,v1,v1,7160.0,v3,2.0,v1,0.72,1.0,0
6.0,3103.0,0.48,0.0,v2,v1,4575.0,v3,2.0,v1,1.45,2.0,0
6.7,3443.0,0.43,1.0,v2,v1,6870.0,v3,0.0,v3,2.02,2.0,0
5.57,3395.0,0.52,0.0,v1,v1,3589.0,v2,0.0,v1,1.38,1.0,0
2.03,3117.0,0.14,2.0,v2,v1,6357.0,v1,1.0,v1,2.07,2.0,0
5.77,3167.0,0.57,0.0,v2,v1,3207.0,v3,1.0,v1,1.8,0.0,0
2.02,3496.0,0.48,1.0,v1,v1,4376.0,v3,2.0,v1,0.65,1.0,0
1.49,3146.0,0.53,2.0,v1,v1,4446.0,v2,2.0,v1,1.64,1.0,0
4.9,3145.0,0.49,2.0,v2,v1,3335.0,v3,2.0,v1,2.01,0.0,0
6.36,3509.0,0.53,1.0,v2,v1,4476.0,v2,1.0,v1,1.52,1.0,0
7.04,3470.0,0.63,2.0,v1,v1,5936.0,v3,1.0,v1,1.88,2.0,0
5.86,3405.0,0.14,0.0,v2,v1,4575.0,v2,1.0,v1,1.78,1.0,0
3.48,3142.0,0.14,2.0,v2,v1,4698.0,v3,2.0,v1,0.71,1.0,0
2.76,3244.0,0.18,0.0,v1,v1,7225.0,v2,1.0,v1,0.61,0.0,0
6.96,3140.0,0.49,2.0,v1,v1,3763.0,v1,1.0,v1,1.33,1.0,0
1.5,3076.0,0.39,2.0,v1,v1,5129.0,v1,2.0,v1,0.65,1.0,0
6.13,3361.0,0.66,0.0,v2,v1,7315.0,v1,0.0,v1,1.73,0.0,0
1.66,3221.0,0.59,0.0,v1,v2,7255.0,v2,1.0,v2,0.83,0.0,0
7.75,3139.0,0.53,1.0,v2,v1,7242.0,v3,0.0,v1,1.78,2.0,0
5.58,3070.0,0.13,1.0,v2,v1,7250.0,v2,0.0,v1,1.73,2.0,0
1.66,3142.0,0.44,2.0,v2,v1,3821.0,v1,0.0,v1,1.88,1.0,0
3.74,3115.0,0.46,1.0,v2,v1,6889.0,v1,0.0,v1,1.13,0.0,0
7.11,3603.0,0.44,0.0,v2,v2,4491.0,v1,2.0,v3,1.51,1.0,0
6.35,3189.0,0.49,0.0,v2,v1,4410.0,v2,0.0,v1,1.68,1.0,0
6.18,3123.0,0.14,2.0,v2,v1,3216.0,v1,2.0,v1,1.44,0.0,0
5.61,3505.0,0.46,0.0,v2,v2,3245.0,v2,2.0,v3,0.58,1.0,0
5.58,3180.0,0.51,0.0,v1,v2,4553.0,v2,0.0,v3,1.74,1.0,0
5.54,3115.0,0.57,2.0,v2,v1,6288.0,v3,1.0,v1,1.75,1.0,0
8.14,3146.0,0.52,1.0,v2,v1,7286.0,v2,2.0,v1,1.58,2.0,0
7.85,3570.0,0.57,2.0,v2,v2,3218.0,v2,2.0,v3,1.85,2.0,0
6.64,3142.0,0.53,2.0,v1,v1,7161.0,v1,0.0,v1,1.68,1.0,0
7.39,3559.0,0.13,2.0,v1,v1,5808.0,v3,1.0,v1,0.56,1.0,0
1.49,3131.0,0.65,2.0,v2,v1,3568.0,v1,2.0,v1,1.24,1.0,0
7.53,3124.0,0.42,2.0,v2,v2,4500.0,v3,1.0,v3,0.57,1.0,0
1.6,3138.0,0.37,2.0,v2,v1,4515.0,v3,0.0,v1,0.83,2.0,0
2.0,3463.0,0.5,0.0,v1,v2,3932.0,v2,1.0,v3,1.65,1.0,0
2.11,3549.0,0.46,0.0,v1,v1,7179.0,v2,2.0,v1,0.66,2.0,0
1.5,3134.0,0.42,2.0,v1,v1,4207.0,v3,0.0,v1,1.92,2.0,0
8.17,3335.0,0.17,0.0,v2,v1,3288.0,v2,0.0,v1,1.72,1.0,0
1.58,3146.0,0.52,2.0,v1,v1,4837.0,v3,0.0,v2,1.27,0.0,0
5.19,3184.0,0.47,0.0,v2,v1,4591.0,v1,0.0,v1,0.73,0.0,0
5.79,3569.0,0.5,0.0,v2,v1,3740.0,v2,2.0,v1,1.57,1.0,0
7.42,3486.0,0.13,0.0,v1,v1,5501.0,v2,1.0,v1,0.59,2.0,0
1.91,3252.0,0.22,0.0,v1,v1,5691.0,v1,0.0,v1,0.56,1.0,0
1.59,3478.0,0.48,0.0,v1,v1,3293.0,v1,2.0,v1,1.97,1.0,0
5.98,3134.0,0.46,2.0,v1,v1,4571.0,v1,0.0,v1,0.95,0.0,0
5.67,3263.0,0.57,0.0,v2,v1,3594.0,v1,2.0,v1,0.58,0.0,0
1.63,3540.0,0.46,0.0,v1,v1,3795.0,v2,0.0,v1,1.67,0.0,0
5.7,3603.0,0.47,0.0,v1,v1,7271.0,v1,2.0,v1,1.76,0.0,0
5.14,3556.0,0.67,1.0,v1,v1,4559.0,v2,2.0,v1,0.67,1.0,0
7.27,3382.0,0.57,0.0,v2,v1,7331.0,v3,2.0,v1,1.87,0.0,0
1.76,3134.0,0.53,1.0,v2,v1,4470.0,v3,2.0,v1,0.55,1.0,0
5.51,3409.0,0.13,0.0,v1,v1,3095.0,v1,0.0,v2,1.81,1.0,0
2.16,3137.0,0.13,2.0,v1,v1,7302.0,v1,0.0,v1,1.32,1.0,0
1.53,3398.0,0.63,1.0,v1,v2,7288.0,v2,0.0,v3,1.88,0.0,0
5.46,3604.0,0.14,0.0,v2,v1,3123.0,v3,0.0,v1,0.94,2.0,0
5.69,3147.0,0.52,1.0,v2,v1,3204.0,v1,1.0,v1,0.55,1.0,0
8.26,3151.0,0.5,1.0,v2,v1,4560.0,v2,2.0,v1,1.81,1.0,0
5.92,3119.0,0.52,2.0,v2,v1,7200.0,v2,1.0,v1,0.84,2.0,0
6.28,3507.0,0.62,0.0,v2,v2,3116.0,v1,0.0,v1,1.61,1.0,0
6.14,3149.0,0.43,1.0,v2,v2,7168.0,v3,2.0,v2,1.85,0.0,0
1.55,3147.0,0.2,2.0,v2,v2,3517.0,v1,0.0,v3,1.7,1.0,0
5.71,3575.0,0.52,2.0,v2,v1,4124.0,v1,2.0,v1,0.86,0.0,0
2.19,3344.0,0.52,0.0,v1,v1,7241.0,v3,1.0,v1,2.0,1.0,0
2.11,3131.0,0.34,1.0,v1,v1,3106.0,v2,0.0,v1,1.79,2.0,0
6.78,3505.0,0.46,1.0,v1,v2,5264.0,v1,0.0,v3,1.93,1.0,0
6.0,3151.0,0.51,2.0,v2,v1,4845.0,v3,2.0,v1,0.93,0.0,0
1.55,3281.0,0.37,0.0,v1,v1,5255.0,v2,1.0,v1,0.57,0.0,0
2.81,3132.0,0.42,2.0,v2,v1,4560.0,v3,0.0,v1,1.59,1.0,0
7.77,3143.0,0.14,1.0,v1,v1,7186.0,v2,2.0,v2,1.87,1.0,0
5.45,3069.0,0.43,1.0,v1,v1,4848.0,v1,1.0,v1,1.64,0.0,0
6.36,3553.0,0.53,0.0,v2,v2,7204.0,v3,2.0,v3,0.6,0.0,0
7.89,3589.0,0.6,2.0,v2,v1,3679.0,v3,2.0,v1,1.23,0.0,0
7.81,3139.0,0.14,2.0,v2,v1,4483.0,v2,1.0,v1,2.04,1.0,0
5.46,3169.0,0.43,0.0,v1,v1,3343.0,v1,0.0,v1,2.06,2.0,0
5.43,3136.0,0.2,2.0,v2,v2,7277.0,v2,1.0,v3,1.66,2.0,0
6.91,3120.0,0.14,2.0,v1,v2,4506.0,v3,2.0,v3,1.94,0.0,0
6.24,3274.0,0.39,0.0,v1,v1,4580.0,v1,2.0,v1,1.39,1.0,0
1.54,3138.0,0.26,0.0,v1,v2,5698.0,v2,1.0,v3,2.07,1.0,0
1.61,3152.0,0.63,2.0,v1,v1,3038.0,v3,2.0,v1,1.19,0.0,0
7.21,3125.0,0.59,1.0,v2,v1,4566.0,v3,1.0,v3,1.91,1.0,0
5.3,3139.0,0.45,2.0,v2,v2,6621.0,v1,0.0,v3,1.52,2.0,0
5.88,3130.0,0.14,2.0,v2,v1,6489.0,v2,0.0,v1,1.65,2.0,0
6.94,3122.0,0.52,2.0,v1,v2,3930.0,v3,0.0,v3,1.94,2.0,0
3.18,3372.0,0.14,0.0,v2,v1,3185.0,v2,2.0,v1,1.7,0.0,0
6.66,3226.0,0.13,0.0,v2,v1,3433.0,v1,2.0,v1,1.27,2.0,0
5.53,3265.0,0.13,2.0,v1,v1,4509.0,v2,0.0,v1,0.56,1.0,0
7.75,3281.0,0.58,0.0,v2,v1,7349.0,v3,2.0,v1,0.56,0.0,0
5.54,3120.0,0.37,2.0,v1,v1,7326.0,v2,0.0,v1,0.87,2.0,0
4.35,3466.0,0.5,2.0,v2,v1,4281.0,v2,2.0,v1,2.03,0.0,0
8.33,3413.0,0.37,0.0,v1,v1,7295.0,v2,0.0,v1,1.78,2.0,0
5.26,3072.0,0.53,1.0,v2,v1,3097.0,v1,0.0,v1,0.99,2.0,0
5.46,3124.0,0.51,1.0,v1,v1,7315.0,v3,1.0,v1,0.99,1.0,0
3.32,3138.0,0.31,2.0,v1,v1,7200.0,v1,1.0,v1,1.93,1.0,0
7.9,3467.0,0.47,2.0,v2,v1,3614.0,v2,2.0,v1,1.92,1.0,0
1.6,3615.0,0.36,0.0,v2,v1,3796.0,v1,2.0,v1,1.65,0.0,0
8.27,3340.0,0.19,0.0,v1,v1,3093.0,v2,0.0,v1,1.23,0.0,0
1.43,3465.0,0.4,0.0,v2,v1,6131.0,v1,0.0,v2,0.72,2.0,0
5.81,3148.0,0.46,0.0,v2,v2,4488.0,v3,2.0,v3,1.77,1.0,0
5.58,3487.0,0.13,0.0,v1,v1,4117.0,v2,0.0,v1,1.2,0.0,0
3.12,3576.0,0.48,0.0,v2,v1,7306.0,v3,0.0,v1,1.9,2.0,0
6.47,3119.0,0.14,2.0,v1,v2,4742.0,v3,2.0,v3,1.28,2.0,0
7.91,3131.0,0.51,2.0,v1,v2,7176.0,v2,0.0,v3,0.86,0.0,0
6.66,3136.0,0.13,2.0,v1,v1,7292.0,v3,0.0,v1,1.56,2.0,0
1.58,3625.0,0.42,2.0,v2,v1,5728.0,v3,1.0,v2,1.05,0.0,0
7.91,3271.0,0.14,0.0,v1,v1,3603.0,v3,0.0,v1,1.23,2.0,0
5.87,3133.0,0.14,1.0,v2,v2,4473.0,v2,0.0,v3,0.57,1.0,0
8.35,3146.0,0.45,1.0,v2,v2,3097.0,v2,0.0,v3,1.56,0.0,0
5.43,3148.0,0.43,2.0,v2,v1,7159.0,v3,0.0,v1,1.64,0.0,0
2.97,3463.0,0.4,0.0,v2,v1,3033.0,v2,0.0,v1,1.61,2.0,0
1.59,3125.0,0.56,2.0,v1,v1,7055.0,v2,2.0,v1,0.58,1.0,0
1.58,3146.0,0.53,1.0,v2,v2,5438.0,v3,1.0,v2,1.91,2.0,0
4.67,3125.0,0.47,2.0,v1,v1,4584.0,v2,2.0,v1,1.68,1.0,0
6.93,3364.0,0.51,0.0,v2,v1,4417.0,v3,1.0,v1,0.64,0.0,0
5.85,3140.0,0.13,2.0,v1,v1,4419.0,v1,2.0,v1,1.73,0.0,0
7.99,3138.0,0.42,2.0,v2,v1,4507.0,v2,0.0,v2,1.58,1.0,0
1.63,3123.0,0.62,2.0,v1,v1,6773.0,v1,0.0,v1,1.24,2.0,0
6.8,3147.0,0.42,2.0,v1,v1,4848.0,v2,2.0,v1,2.06,0.0,0
7.1,3072.0,0.2,1.0,v2,v1,3753.0,v3,2.0,v1,1.09,1.0,0
6.1,3237.0,0.31,0.0,v1,v2,6319.0,v2,1.0,v3,0.75,2.0,0
2.05,3148.0,0.53,2.0,v2,v1,4476.0,v3,2.0,v1,2.05,1.0,0
7.55,3152.0,0.35,2.0,v2,v1,4591.0,v1,1.0,v1,1.87,1.0,0
5.71,3118.0,0.52,1.0,v2,v1,7360.0,v1,1.0,v1,0.93,2.0,0
1.61,3613.0,0.39,1.0,v2,v1,4494.0,v3,1.0,v1,1.8,1.0,0
6.86,3122.0,0.59,2.0,v2,v1,4028.0,v1,0.0,v1,1.23,0.0,0
5.66,3129.0,0.51,1.0,v1,v1,4281.0,v1,2.0,v1,2.06,2.0,0
5.78,3152.0,0.49,1.0,v1,v1,3584.0,v2,1.0,v1,1.03,1.0,0
5.22,3606.0,0.58,0.0,v1,v1,7292.0,v3,0.0,v1,1.06,0.0,0
5.66,3135.0,0.2,2.0,v2,v1,7215.0,v2,1.0,v1,1.89,0.0,0
7.75,3141.0,0.51,2.0,v2,v1,4548.0,v2,0.0,v2,1.17,0.0,0
5.55,3411.0,0.13,0.0,v2,v1,6693.0,v2,2.0,v1,0.6,2.0,0
2.1,3550.0,0.51,1.0,v2,v2,7312.0,v3,0.0,v3,2.01,0.0,0
1.93,3505.0,0.46,1.0,v1,v1,4485.0,v2,1.0,v1,1.66,0.0,0
1.97,3584.0,0.53,1.0,v2,v1,4072.0,v3,1.0,v1,0.75,1.0,0
5.55,3325.0,0.39,0.0,v2,v1,7273.0,v3,0.0,v1,1.04,0.0,0
1.77,3131.0,0.51,2.0,v2,v1,7320.0,v1,1.0,v1,1.22,0.0,0
6.65,3528.0,0.63,2.0,v1,v1,6935.0,v3,2.0,v1,0.97,2.0,0
8.09,3480.0,0.55,2.0,v2,v1,4582.0,v3,2.0,v1,0.9,0.0,0
6.98,3529.0,0.2,0.0,v2,v1,6046.0,v3,0.0,v1,1.19,2.0,0
8.03,3143.0,0.25,1.0,v1,v1,3910.0,v2,0.0,v1,0.58,0.0,0
4.24,3517.0,0.53,1.0,v2,v1,4560.0,v1,2.0,v1,1.55,1.0,0
1.58,3147.0,0.41,1.0,v1,v1,7083.0,v3,0.0,v1,0.6,1.0,0
2.25,3516.0,0.53,0.0,v2,v1,4520.0,v3,0.0,v1,1.73,1.0,0
4.93,3513.0,0.47,1.0,v2,v1,6393.0,v1,0.0,v1,1.9,2.0,0
7.54,3401.0,0.49,0.0,v2,v2,4483.0,v2,2.0,v1,0.58,0.0,0
5.58,3383.0,0.14,0.0,v2,v1,7302.0,v1,0.0,v1,1.29,2.0,0
6.14,3119.0,0.13,2.0,v1,v1,4105.0,v1,2.0,v1,2.03,1.0,0
5.69,3582.0,0.58,1.0,v1,v1,6977.0,v2,1.0,v1,0.57,1.0,0
1.54,3123.0,0.57,1.0,v2,v2,4560.0,v1,0.0,v3,1.22,1.0,0
5.64,3121.0,0.5,2.0,v2,v1,6432.0,v1,0.0,v1,0.78,2.0,0
6.03,3136.0,0.51,2.0,v1,v1,4540.0,v1,2.0,v1,1.08,0.0,0
1.58,3124.0,0.24,2.0,v2,v2,3930.0,v1,2.0,v3,2.05,1.0,0
3.92,3126.0,0.14,2.0,v1,v1,4455.0,v2,1.0,v1,1.6,0.0,0
7.6,3115.0,0.14,2.0,v2,v2,3542.0,v2,1.0,v3,0.99,0.0,0
1.79,3149.0,0.5,2.0,v1,v1,5593.0,v3,2.0,v1,0.8,1.0,0
4.73,3146.0,0.13,2.0,v1,v2,3115.0,v2,0.0,v3,1.9,2.0,0
6.73,3337.0,0.29,0.0,v1,v2,7289.0,v2,2.0,v3,1.13,1.0,0
6.99,3126.0,0.56,2.0,v2,v1,4484.0,v1,0.0,v1,0.77,2.0,0
1.43,3228.0,0.18,0.0,v2,v1,6098.0,v3,0.0,v1,1.58,2.0,0
1.5,3126.0,0.14,1.0,v1,v1,4755.0,v1,0.0,v1,1.86,1.0,0
1.49,3120.0,0.16,2.0,v1,v1,4985.0,v2,1.0,v1,1.7,1.0,0
4.0,3139.0,0.47,1.0,v1,v1,5725.0,v3,0.0,v1,1.81,1.0,0
6.59,3149.0,0.14,0.0,v2,v1,3376.0,v1,2.0,v1,0.6,2.0,0
6.69,3117.0,0.13,2.0,v2,v1,3585.0,v1,1.0,v1,0.7,0.0,0
6.13,3149.0,0.52,1.0,v2,v1,3376.0,v2,1.0,v1,1.84,0.0,0
4.07,3121.0,0.34,1.0,v1,v1,4538.0,v2,1.0,v1,1.38,0.0,0
5.98,3465.0,0.51,0.0,v2,v1,4075.0,v3,0.0,v1,0.55,1.0,0
5.1,3512.0,0.14,1.0,v2,v1,6302.0,v3,2.0,v1,1.09,0.0,0
1.71,3073.0,0.54,0.0,v1,v1,5538.0,v1,0.0,v1,1.84,0.0,0
1.56,3140.0,0.44,2.0,v1,v1,7283.0,v1,0.0,v2,1.75,2.0,0
7.92,3121.0,0.13,2.0,v2,v1,7295.0,v2,1.0,v1,1.84,1.0,0
5.49,3483.0,0.13,2.0,v2,v1,7219.0,v3,2.0,v1,1.03,0.0,0
5.77,3509.0,0.33,1.0,v1,v1,4605.0,v1,1.0,v1,1.71,2.0,0
5.46,3583.0,0.25,1.0,v1,v1,4533.0,v3,1.0,v1,1.63,1.0,0
6.12,3332.0,0.53,0.0,v1,v1,3233.0,v1,2.0,v1,1.95,2.0,0
2.1,3345.0,0.36,0.0,v2,v1,7341.0,v2,2.0,v1,1.96,0.0,0
5.43,3127.0,0.57,2.0,v2,v1,7264.0,v3,1.0,v1,0.9,2.0,0
5.87,3119.0,0.31,2.0,v2,v2,4589.0,v3,2.0,v3,0.73,1.0,0
4.28,3142.0,0.25,1.0,v2,v1,6776.0,v3,2.0,v1,1.25,2.0,0
3.71,3151.0,0.48,2.0,v2,v1,4503.0,v3,2.0,v1,1.76,1.0,0
6.78,3131.0,0.39,2.0,v2,v1,3964.0,v1,1.0,v1,1.41,0.0,0
5.64,3504.0,0.13,0.0,v2,v1,4472.0,v2,2.0,v1,0.57,1.0,0
7.19,3500.0,0.13,0.0,v2,v2,3541.0,v1,0.0,v3,1.72,2.0,0
6.68,3116.0,0.46,2.0,v2,v2,3772.0,v1,2.0,v3,1.15,1.0,0
4.66,3076.0,0.45,1.0,v2,v1,5152.0,v1,0.0,v1,1.97,1.0,0
1.8,3141.0,0.51,2.0,v2,v1,4576.0,v3,1.0,v1,1.14,1.0,0
1.94,3125.0,0.65,2.0,v2,v1,4686.0,v2,1.0,v1,0.55,1.0,0
8.06,3134.0,0.53,1.0,v1,v1,4932.0,v2,1.0,v1,0.59,2.0,0
8.23,3130.0,0.34,1.0,v1,v1,4569.0,v2,0.0,v1,0.55,0.0,0
1.48,3118.0,0.48,2.0,v2,v1,4495.0,v1,1.0,v1,1.44,1.0,0
1.66,3519.0,0.49,0.0,v1,v1,3294.0,v1,2.0,v1,1.29,1.0,0
5.96,3144.0,0.26,2.0,v1,v1,6026.0,v2,1.0,v1,0.59,0.0,0
