V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,class
7.72,3227.0,0.17,0.0,v1,v1,7353.0,v2,0.0,v1,0.6,2.0,1
1.5,3131.0,0.14,2.0,v2,v1,5875.0,v2,0.0,v1,1.24,2.0,1
7.48,3425.0,0.14,0.0,v1,v2,4739.0,v1,1.0,v3,1.13,1.0,0
7.56,3142.0,0.58,2.0,v2,v2,4504.0,v2,1.0,v3,1.69,1.0,1
6.14,3529.0,0.13,0.0,v1,v1,6434.0,v2,2.0,v1,0.79,2.0,0
6.27,3301.0,0.13,0.0,v1,v1,3132.0,v2,2.0,v1,1.24,2.0,0
5.43,3604.0,0.13,1.0,v1,v1,4063.0,v1,1.0,v1,1.78,1.0,0
2.01,3117.0,0.64,2.0,v2,v1,4535.0,v1,2.0,v1,1.16,1.0,0
5.6,3115.0,0.14,2.0,v1,v1,7177.0,v1,0.0,v1,1.64,2.0,1
1.97,3463.0,0.52,2.0,v2,v2,4531.0,v3,2.0,v3,0.59,0.0,1
1.97,3211.0,0.45,0.0,v1,v1,4545.0,v1,1.0,v1,1.08,0.0,0
1.58,3116.0,0.52,2.0,v1,v1,3570.0,v1,0.0,v1,0.58,1.0,0
1.45,3131.0,0.51,2.0,v1,v1,4311.0,v3,2.0,v1,1.94,1.0,0
1.41,3145.0,0.21,2.0,v1,v1,7306.0,v3,0.0,v1,1.44,1.0,0
1.87,3134.0,0.44,2.0,v1,v1,7266.0,v2,0.0,v1,1.73,0.0,0
5.45,3481.0,0.39,2.0,v1,v2,4513.0,v1,1.0,v3,1.87,1.0,0
1.53,3144.0,0.52,1.0,v2,v2,7349.0,v2,1.0,v3,0.73,2.0,0
5.6,3130.0,0.62,2.0,v1,v1,3053.0,v1,1.0,v1,0.58,1.0,0
1.49,3134.0,0.44,2.0,v2,v1,4477.0,v2,1.0,v1,1.9,1.0,0
1.57,3146.0,0.62,2.0,v1,v1,3040.0,v3,2.0,v1,0.99,0.0,0
6.33,3140.0,0.52,2.0,v1,v1,5988.0,v1,2.0,v3,0.87,1.0,1
6.24,3134.0,0.13,2.0,v2,v1,4443.0,v3,1.0,v1,0.57,2.0,1
5.5,3120.0,0.14,2.0,v1,v1,6522.0,v2,0.0,v1,1.66,2.0,0
5.29,3071.0,0.14,2.0,v1,v1,5950.0,v2,2.0,v1,1.77,0.0,0
1.93,3134.0,0.13,2.0,v1,v1,3933.0,v2,2.0,v1,1.23,2.0,0
2.01,3564.0,0.47,0.0,v2,v1,5756.0,v2,2.0,v1,1.66,1.0,1
6.78,3302.0,0.56,0.0,v1,v1,4150.0,v1,0.0,v1,1.73,1.0,1
5.49,3129.0,0.49,2.0,v1,v1,3106.0,v3,2.0,v1,1.74,2.0,1
6.11,3141.0,0.65,2.0,v2,v1,4536.0,v2,0.0,v1,1.97,0.0,1
7.34,3137.0,0.61,1.0,v1,v1,5146.0,v2,1.0,v1,1.23,2.0,0
7.87,3526.0,0.19,0.0,v2,v1,4796.0,v2,1.0,v1,0.78,1.0,0
6.92,3121.0,0.63,2.0,v1,v1,3059.0,v1,1.0,v1,0.99,0.0,0
1.6,3409.0,0.14,0.0,v1,v1,6734.0,v3,0.0,v2,2.05,0.0,1
1.63,3147.0,0.13,1.0,v1,v1,4499.0,v1,1.0,v1,1.63,2.0,0
8.21,3149.0,0.13,2.0,v1,v1,6503.0,v3,0.0,v1,1.45,0.0,1
1.88,3484.0,0.15,2.0,v2,v2,3583.0,v2,2.0,v2,2.07,1.0,0
1.47,3502.0,0.53,1.0,v2,v1,5324.0,v2,2.0,v3,1.97,0.0,1
5.45,3132.0,0.53,2.0,v1,v1,5217.0,v1,1.0,v1,0.59,1.0,0
1.75,3489.0,0.39,0.0,v2,v1,4488.0,v2,0.0,v1,0.61,0.0,1
8.22,3139.0,0.63,1.0,v2,v2,3321.0,v1,0.0,v1,1.03,1.0,0
7.86,3148.0,0.51,1.0,v2,v1,4586.0,v3,2.0,v1,1.81,1.0,0
5.54,3143.0,0.43,1.0,v2,v1,5597.0,v1,2.0,v1,1.16,1.0,0
1.57,3262.0,0.56,1.0,v2,v1,3524.0,v2,1.0,v1,0.58,0.0,1
5.67,3420.0,0.47,0.0,v2,v2,5328.0,v3,2.0,v3,0.58,1.0,0
1.57,3549.0,0.42,1.0,v1,v1,4264.0,v2,0.0,v1,1.78,1.0,0
7.72,3136.0,0.26,1.0,v2,v2,3617.0,v2,1.0,v1,1.13,0.0,0
7.78,3135.0,0.22,2.0,v1,v1,6295.0,v2,0.0,v1,1.77,2.0,1
1.46,3142.0,0.52,2.0,v2,v1,4565.0,v2,1.0,v1,0.56,2.0,1
6.19,3136.0,0.42,1.0,v2,v1,6213.0,v1,2.0,v1,1.59,2.0,1
5.19,3240.0,0.48,0.0,v2,v1,4483.0,v3,2.0,v1,1.39,2.0,0
5.88,3072.0,0.55,2.0,v1,v1,3510.0,v2,2.0,v1,0.6,0.0,1
6.93,3472.0,0.59,2.0,v2,v1,3853.0,v2,2.0,v1,1.26,0.0,1
5.6,3122.0,0.14,2.0,v2,v2,4590.0,v3,0.0,v3,1.26,2.0,1
2.43,3313.0,0.34,0.0,v2,v1,3317.0,v2,1.0,v1,1.96,0.0,0
2.03,3139.0,0.52,2.0,v2,v2,3614.0,v3,2.0,v3,0.57,1.0,0
6.89,3129.0,0.29,2.0,v1,v1,7270.0,v2,2.0,v1,1.98,0.0,0
5.57,3367.0,0.4,0.0,v2,v1,6269.0,v3,0.0,v1,0.77,2.0,0
1.43,3361.0,0.64,1.0,v2,v2,4529.0,v1,2.0,v3,0.58,1.0,0
1.63,3126.0,0.6,2.0,v2,v2,6978.0,v2,1.0,v3,1.83,2.0,0
4.57,3145.0,0.14,1.0,v1,v1,7251.0,v1,1.0,v1,1.64,0.0,1
5.56,3135.0,0.51,2.0,v1,v1,5343.0,v3,0.0,v1,0.59,1.0,1
2.25,3142.0,0.14,1.0,v1,v1,7171.0,v3,2.0,v1,1.81,1.0,0
7.69,3293.0,0.47,0.0,v1,v1,7201.0,v1,2.0,v1,1.08,1.0,0
8.31,3117.0,0.61,2.0,v2,v1,6403.0,v2,1.0,v1,1.99,2.0,1
5.63,3140.0,0.52,2.0,v2,v1,3287.0,v2,0.0,v2,0.83,0.0,0
5.47,3360.0,0.53,1.0,v1,v1,3074.0,v3,0.0,v1,0.55,0.0,1
7.05,3129.0,0.49,2.0,v2,v1,3292.0,v1,0.0,v1,1.78,0.0,1
2.24,3150.0,0.63,2.0,v2,v1,4497.0,v3,1.0,v1,0.59,1.0,0
7.71,3361.0,0.55,0.0,v1,v1,4024.0,v2,1.0,v1,1.79,0.0,1
7.06,3513.0,0.65,1.0,v2,v1,4293.0,v2,1.0,v1,0.6,1.0,0
2.52,3122.0,0.66,2.0,v2,v1,3229.0,v2,1.0,v1,0.57,0.0,0
6.92,3073.0,0.13,1.0,v1,v1,4507.0,v1,1.0,v1,1.32,1.0,0
7.83,3139.0,0.39,2.0,v1,v1,7260.0,v3,2.0,v1,0.55,0.0,1
2.23,3170.0,0.48,0.0,v1,v1,7344.0,v1,0.0,v1,0.6,2.0,0
1.9,3120.0,0.49,2.0,v2,v1,4514.0,v2,2.0,v1,0.58,1.0,0
4.04,3275.0,0.63,0.0,v2,v1,3696.0,v1,0.0,v1,0.77,1.0,0
6.78,3144.0,0.57,2.0,v2,v1,6409.0,v2,0.0,v1,0.57,0.0,1
8.11,3143.0,0.48,2.0,v2,v1,7191.0,v3,0.0,v1,1.34,2.0,0
1.93,3364.0,0.64,0.0,v1,v1,7121.0,v1,0.0,v1,1.9,0.0,1
7.91,3605.0,0.17,1.0,v1,v2,7282.0,v3,1.0,v3,1.24,0.0,0
5.59,3610.0,0.4,1.0,v2,v1,4544.0,v1,2.0,v1,1.24,1.0,0
7.24,3260.0,0.48,0.0,v2,v1,4500.0,v2,2.0,v1,0.6,1.0,0
6.43,3137.0,0.63,2.0,v2,v1,6276.0,v3,1.0,v1,1.92,2.0,0
6.38,3122.0,0.52,2.0,v2,v1,7285.0,v3,2.0,v1,0.79,2.0,0
1.46,3150.0,0.44,2.0,v2,v1,3489.0,v2,1.0,v1,1.62,0.0,1
5.81,3210.0,0.39,0.0,v1,v1,4559.0,v1,2.0,v1,1.15,0.0,0
6.74,3069.0,0.13,2.0,v1,v1,7289.0,v1,1.0,v1,2.05,0.0,0
1.5,3148.0,0.18,2.0,v2,v2,4475.0,v1,1.0,v3,1.18,1.0,0
7.36,3146.0,0.65,2.0,v2,v1,7216.0,v2,1.0,v1,1.74,0.0,0
5.63,3441.0,0.61,0.0,v2,v1,7311.0,v3,1.0,v1,2.03,0.0,0
7.0,3125.0,0.62,2.0,v1,v1,7249.0,v1,1.0,v1,1.65,0.0,0
6.25,3607.0,0.48,1.0,v2,v2,7226.0,v2,0.0,v3,0.84,1.0,1
6.92,3338.0,0.22,1.0,v1,v1,6614.0,v3,1.0,v1,1.71,0.0,1
5.45,3130.0,0.5,2.0,v1,v2,4518.0,v3,0.0,v3,1.77,1.0,0
1.48,3127.0,0.14,2.0,v1,v1,3225.0,v2,2.0,v1,1.71,1.0,1
2.55,3141.0,0.44,0.0,v1,v1,4246.0,v2,2.0,v1,1.66,1.0,0
7.48,3566.0,0.13,0.0,v2,v1,5429.0,v2,1.0,v1,1.74,1.0,0
1.83,3380.0,0.61,1.0,v2,v1,4096.0,v2,1.0,v1,1.86,1.0,1
1.53,3124.0,0.64,2.0,v2,v2,4146.0,v3,2.0,v3,2.04,2.0,1
1.41,3243.0,0.47,0.0,v1,v1,4527.0,v2,1.0,v1,1.69,1.0,0
1.55,3484.0,0.56,0.0,v2,v1,2999.0,v1,0.0,v1,1.49,0.0,0
6.13,3466.0,0.61,2.0,v2,v1,3449.0,v1,0.0,v1,1.75,0.0,1
1.87,3147.0,0.53,2.0,v2,v2,4471.0,v3,1.0,v2,1.35,0.0,0
5.92,3287.0,0.52,0.0,v2,v1,7351.0,v2,0.0,v1,0.84,1.0,0
5.99,3132.0,0.63,2.0,v2,v1,4511.0,v1,0.0,v1,1.09,1.0,0
1.76,3213.0,0.25,0.0,v2,v1,3727.0,v1,2.0,v1,1.86,1.0,0
3.24,3300.0,0.43,0.0,v1,v1,3246.0,v1,2.0,v1,2.01,2.0,1
6.15,3071.0,0.14,1.0,v1,v1,4732.0,v2,2.0,v1,0.58,1.0,0
7.36,3123.0,0.42,2.0,v1,v1,7351.0,v3,2.0,v1,1.62,0.0,1
5.79,3141.0,0.48,2.0,v2,v1,3692.0,v2,1.0,v1,0.89,0.0,1
4.57,3128.0,0.48,2.0,v1,v1,3147.0,v2,1.0,v1,1.15,0.0,1
6.38,3069.0,0.47,2.0,v2,v1,4532.0,v3,0.0,v1,1.48,2.0,1
7.24,3275.0,0.18,0.0,v1,v2,5475.0,v2,1.0,v3,0.8,1.0,0
1.46,3152.0,0.67,1.0,v1,v1,3409.0,v3,1.0,v1,1.24,1.0,0
1.68,3530.0,0.5,2.0,v1,v1,5914.0,v2,1.0,v1,1.0,2.0,0
5.54,3140.0,0.14,2.0,v2,v1,6106.0,v3,1.0,v1,1.64,1.0,1
3.91,3448.0,0.14,0.0,v2,v1,4606.0,v1,0.0,v1,1.15,1.0,0
6.54,3122.0,0.53,2.0,v2,v2,3111.0,v2,0.0,v3,2.05,1.0,0
5.5,3500.0,0.27,0.0,v2,v1,3212.0,v3,2.0,v1,1.19,1.0,1
2.84,3149.0,0.45,2.0,v2,v1,3761.0,v1,0.0,v1,1.05,0.0,0
1.91,3132.0,0.52,2.0,v1,v1,3415.0,v3,1.0,v1,1.73,2.0,1
7.95,3140.0,0.26,1.0,v2,v1,7230.0,v1,1.0,v1,2.06,1.0,1
2.7,3117.0,0.38,2.0,v2,v1,4477.0,v1,2.0,v1,1.75,2.0,1
6.19,3123.0,0.14,2.0,v1,v1,4471.0,v2,2.0,v1,0.87,1.0,0
8.11,3456.0,0.36,0.0,v1,v1,5540.0,v2,0.0,v1,1.74,2.0,0
6.55,3611.0,0.4,0.0,v2,v1,7341.0,v1,1.0,v1,1.77,2.0,0
5.62,3124.0,0.47,2.0,v2,v2,7180.0,v3,1.0,v3,0.69,2.0,1
4.01,3304.0,0.14,0.0,v2,v1,4340.0,v3,1.0,v1,1.79,0.0,1
4.25,3072.0,0.49,2.0,v2,v1,4440.0,v3,2.0,v1,0.58,0.0,0
6.51,3150.0,0.67,1.0,v2,v1,6665.0,v2,2.0,v1,1.71,2.0,0
8.28,3254.0,0.3,0.0,v2,v2,6056.0,v2,0.0,v3,1.86,1.0,1
6.77,3551.0,0.67,2.0,v1,v1,7182.0,v3,2.0,v1,1.33,0.0,0
5.62,3244.0,0.2,1.0,v2,v2,4156.0,v1,1.0,v3,1.64,1.0,1
1.52,3399.0,0.5,0.0,v1,v1,4491.0,v2,1.0,v1,0.65,0.0,0
6.05,3148.0,0.52,2.0,v1,v1,3569.0,v1,2.0,v1,1.69,1.0,0
5.98,3584.0,0.51,1.0,v1,v1,3893.0,v2,1.0,v1,1.19,1.0,0
6.28,3500.0,0.14,1.0,v1,v1,4533.0,v2,2.0,v1,0.67,0.0,0
4.65,3474.0,0.51,2.0,v2,v1,4511.0,v3,0.0,v1,1.83,1.0,1
5.26,3069.0,0.2,0.0,v1,v1,7233.0,v3,1.0,v2,0.6,1.0,1
5.49,3266.0,0.13,0.0,v1,v1,4481.0,v1,0.0,v1,0.6,1.0,1
6.25,3079.0,0.53,0.0,v1,v1,7313.0,v3,0.0,v1,1.41,1.0,0
7.89,3316.0,0.31,0.0,v1,v2,3773.0,v2,0.0,v3,1.71,0.0,0
6.17,3119.0,0.5,2.0,v2,v1,7244.0,v3,2.0,v1,0.57,0.0,0
1.69,3123.0,0.45,2.0,v2,v1,3556.0,v1,0.0,v1,1.92,0.0,0
3.6,3074.0,0.47,2.0,v2,v2,5655.0,v2,2.0,v3,0.92,2.0,1
1.64,3069.0,0.53,1.0,v2,v1,4169.0,v2,0.0,v1,1.86,0.0,1
8.19,3558.0,0.48,1.0,v2,v2,4473.0,v2,2.0,v3,1.27,1.0,1
1.74,3599.0,0.53,0.0,v2,v1,4557.0,v3,2.0,v1,0.55,1.0,0
6.95,3122.0,0.46,2.0,v2,v1,3169.0,v2,1.0,v1,0.57,2.0,0
6.67,3331.0,0.58,0.0,v1,v1,7259.0,v3,1.0,v2,1.12,0.0,0
5.63,3133.0,0.36,2.0,v1,v1,7241.0,v3,0.0,v1,0.91,2.0,0
6.05,3150.0,0.14,2.0,v1,v1,4479.0,v1,2.0,v1,1.27,1.0,0
2.61,3496.0,0.58,1.0,v2,v1,7170.0,v3,0.0,v1,1.67,2.0,0
1.79,3130.0,0.13,2.0,v1,v1,4213.0,v2,2.0,v1,1.17,1.0,0
5.72,3478.0,0.48,0.0,v1,v1,7336.0,v3,2.0,v1,1.7,2.0,0
5.65,3126.0,0.13,1.0,v1,v1,3001.0,v2,1.0,v1,1.22,1.0,0
7.74,3532.0,0.53,1.0,v1,v1,3106.0,v3,1.0,v1,0.84,1.0,0
5.95,3577.0,0.34,1.0,v2,v1,4510.0,v3,1.0,v1,1.96,1.0,0
7.25,3076.0,0.39,1.0,v2,v1,3891.0,v2,0.0,v1,1.69,0.0,0
6.21,3546.0,0.13,0.0,v1,v1,4355.0,v2,1.0,v1,0.74,1.0,0
1.58,3070.0,0.5,1.0,v1,v1,3057.0,v2,1.0,v1,0.89,0.0,0
5.51,3484.0,0.62,2.0,v1,v1,4521.0,v2,1.0,v1,1.62,2.0,1
6.51,3120.0,0.23,2.0,v1,v2,7215.0,v2,2.0,v3,2.02,0.0,0
6.75,3070.0,0.37,1.0,v1,v1,3011.0,v2,1.0,v1,1.13,0.0,0
7.08,3119.0,0.45,2.0,v1,v1,6193.0,v3,1.0,v1,1.21,1.0,1
5.6,3128.0,0.43,2.0,v2,v2,4588.0,v2,0.0,v3,0.59,1.0,0
5.76,3529.0,0.41,0.0,v2,v1,3402.0,v2,1.0,v1,1.67,1.0,0
2.0,3074.0,0.51,2.0,v2,v1,5029.0,v3,0.0,v1,1.0,1.0,0
1.53,3121.0,0.58,2.0,v2,v2,4555.0,v1,2.0,v2,1.08,0.0,0
5.72,3522.0,0.51,2.0,v2,v1,7183.0,v3,2.0,v2,0.59,0.0,1
6.16,3138.0,0.39,2.0,v2,v1,6834.0,v3,2.0,v1,0.56,2.0,1
5.54,3618.0,0.46,1.0,v2,v1,5608.0,v2,1.0,v1,1.51,1.0,0
6.49,3148.0,0.48,2.0,v1,v2,6910.0,v2,2.0,v3,1.82,0.0,0
6.13,3123.0,0.17,1.0,v2,v1,3009.0,v2,2.0,v1,1.28,1.0,1
6.79,3122.0,0.14,1.0,v1,v1,4233.0,v3,0.0,v3,1.51,1.0,1
6.0,3406.0,0.53,0.0,v2,v1,4376.0,v2,2.0,v1,0.9,1.0,0
3.14,3342.0,0.4,0.0,v1,v1,7240.0,v2,2.0,v1,2.0,0.0,1
7.69,3192.0,0.47,0.0,v2,v1,7221.0,v2,0.0,v2,1.12,2.0,0
1.54,3582.0,0.3,0.0,v1,v1,4563.0,v3,0.0,v1,1.06,1.0,1
1.7,3234.0,0.52,0.0,v2,v1,7350.0,v3,0.0,v1,0.57,1.0,1
4.63,3119.0,0.63,2.0,v1,v1,7075.0,v2,0.0,v1,1.77,0.0,0
1.68,3499.0,0.51,1.0,v2,v2,7284.0,v3,2.0,v3,1.83,0.0,1
5.63,3137.0,0.18,1.0,v2,v1,7288.0,v3,1.0,v1,1.76,2.0,0
5.72,3536.0,0.51,1.0,v2,v1,4556.0,v3,2.0,v1,1.98,1.0,0
1.87,3139.0,0.14,2.0,v1,v2,6178.0,v2,2.0,v3,1.97,1.0,1
1.78,3149.0,0.14,2.0,v2,v1,4543.0,v3,0.0,v1,0.67,2.0,1
7.9,3148.0,0.49,2.0,v2,v1,4167.0,v2,0.0,v1,1.26,1.0,1
1.93,3076.0,0.38,2.0,v2,v1,5875.0,v2,2.0,v1,2.02,2.0,0
5.74,3547.0,0.61,1.0,v2,v1,4563.0,v1,0.0,v1,1.26,0.0,0
1.54,3146.0,0.47,2.0,v1,v1,7226.0,v1,2.0,v1,0.6,2.0,0
5.0,3117.0,0.65,1.0,v2,v2,4179.0,v1,1.0,v3,1.27,1.0,0
5.49,3132.0,0.14,1.0,v2,v1,7161.0,v2,2.0,v1,1.2,0.0,1
1.68,3122.0,0.53,2.0,v2,v1,4525.0,v3,1.0,v1,1.06,2.0,1
1.59,3371.0,0.44,0.0,v2,v1,7340.0,v2,1.0,v1,1.34,0.0,0
7.07,3125.0,0.46,2.0,v2,v1,7161.0,v3,2.0,v1,0.57,0.0,1
4.49,3516.0,0.43,1.0,v1,v1,4878.0,v2,2.0,v1,2.0,1.0,0
2.34,3509.0,0.54,0.0,v1,v1,7250.0,v2,0.0,v1,1.81,1.0,0
1.44,3152.0,0.47,1.0,v1,v1,4656.0,v2,0.0,v1,1.39,2.0,0
5.46,3333.0,0.31,0.0,v2,v1,4060.0,v3,0.0,v2,2.04,0.0,0
1.73,3529.0,0.48,1.0,v2,v1,3920.0,v1,1.0,v2,1.33,0.0,0
6.25,3591.0,0.14,2.0,v1,v1,4806.0,v2,1.0,v1,2.02,1.0,0
6.54,3134.0,0.37,2.0,v2,v1,5692.0,v3,1.0,v1,1.6,1.0,0
1.62,3476.0,0.67,2.0,v2,v1,7242.0,v1,2.0,v1,0.83,2.0,1
7.58,3460.0,0.14,0.0,v2,v1,4270.0,v2,1.0,v1,1.77,0.0,0
7.32,3489.0,0.41,0.0,v2,v2,7185.0,v3,1.0,v1,0.64,1.0,0
5.61,3129.0,0.35,2.0,v2,v1,4586.0,v3,2.0,v1,0.56,1.0,0
7.25,3144.0,0.31,2.0,v2,v1,4555.0,v1,1.0,v1,1.23,1.0,1
5.85,3266.0,0.28,0.0,v2,v1,3044.0,v3,1.0,v1,2.03,0.0,1
5.78,3150.0,0.42,2.0,v1,v1,4530.0,v2,1.0,v1,1.85,1.0,0
7.07,3215.0,0.51,0.0,v2,v1,4005.0,v3,0.0,v2,1.31,1.0,0
5.77,3587.0,0.52,0.0,v2,v2,4137.0,v2,1.0,v3,1.27,0.0,0
1.87,3216.0,0.61,0.0,v2,v1,4542.0,v3,0.0,v1,0.98,2.0,0
5.59,3213.0,0.46,0.0,v2,v1,4863.0,v2,2.0,v1,0.79,1.0,0
7.07,3131.0,0.67,2.0,v1,v1,7272.0,v3,1.0,v1,1.68,2.0,0
1.7,3148.0,0.53,2.0,v1,v2,4021.0,v3,0.0,v2,0.71,0.0,1
1.68,3115.0,0.46,1.0,v1,v1,7300.0,v2,1.0,v1,1.77,0.0,1
5.6,3151.0,0.39,2.0,v1,v1,5498.0,v1,1.0,v2,1.02,2.0,0
5.97,3128.0,0.51,2.0,v2,v1,4493.0,v1,1.0,v1,1.41,1.0,0
2.26,3137.0,0.56,1.0,v1,v1,7069.0,v1,1.0,v1,0.76,2.0,0
1.88,3326.0,0.34,0.0,v1,v1,5972.0,v1,2.0,v1,0.66,1.0,0
6.56,3120.0,0.62,2.0,v2,v1,6042.0,v3,1.0,v1,1.87,2.0,0
2.13,3604.0,0.56,0.0,v2,v2,4540.0,v3,2.0,v3,0.58,1.0,1
3.66,3393.0,0.53,0.0,v1,v1,4931.0,v3,2.0,v1,2.01,0.0,0
1.7,3145.0,0.14,2.0,v1,v1,4551.0,v2,2.0,v1,0.57,1.0,0
5.83,3568.0,0.23,1.0,v1,v2,3309.0,v2,2.0,v1,2.07,0.0,0
2.0,3152.0,0.14,2.0,v1,v2,5624.0,v2,2.0,v2,0.88,1.0,0
5.62,3234.0,0.13,0.0,v1,v1,3647.0,v2,0.0,v1,0.79,0.0,0
5.62,3120.0,0.14,1.0,v1,v1,7245.0,v1,0.0,v1,1.18,1.0,1
1.41,3072.0,0.51,2.0,v2,v1,4857.0,v2,2.0,v2,0.56,1.0,1
5.49,3602.0,0.14,0.0,v1,v2,3848.0,v2,0.0,v3,1.92,0.0,0
5.53,3147.0,0.14,2.0,v1,v1,7334.0,v2,0.0,v1,1.35,2.0,0
1.57,3122.0,0.19,1.0,v1,v1,6834.0,v2,2.0,v3,0.79,0.0,1
1.52,3074.0,0.65,1.0,v2,v1,4589.0,v3,0.0,v1,0.71,0.0,0
1.55,3598.0,0.61,0.0,v2,v1,6476.0,v2,1.0,v1,1.99,2.0,0
1.67,3622.0,0.23,0.0,v1,v1,7228.0,v2,1.0,v1,1.54,0.0,0
2.23,3547.0,0.47,2.0,v2,v1,7240.0,v1,1.0,v1,0.58,0.0,0
6.67,3297.0,0.46,0.0,v1,v1,6282.0,v2,2.0,v3,1.94,2.0,0
1.58,3076.0,0.13,2.0,v1,v1,5238.0,v2,2.0,v1,1.47,2.0,0
1.52,3149.0,0.13,2.0,v1,v1,4489.0,v3,0.0,v1,1.23,1.0,1
7.22,3121.0,0.58,1.0,v1,v1,5853.0,v3,1.0,v1,1.64,2.0,1
